AbrahamDLC;Sons of Abraham;;;;;;;;;;;Sons of Abraham;;x
DLC_dlc015_RECOMMENDATION_RUSSIAN;The §Y$DLC_NAME$§! contains exclusive unit models for the §Y[Root.Culture.GetName]§! culture. Now meaning that you can easily distinguish your culture unique armies on the map.\n;;;;;;;;;;;Íàáîð §Y$DLC_NAME$§! ñîäåðæèò óíèêàëüíûå ôèãóðêè âîéñê §Y[Root.GetCultureAdj]îé§! êóëüòóðû. Ýòî îçíà÷àåò, ÷òî Âû ñìîæåòå ëåãêî ðàçëè÷àòü èõ íà êàðòå.\n;;x
DLC_dlc015_TOOLTIP_DELAYED;- Unique graphic units for characters of Russian cultures;;;;;;;;;;;- Óíèêàëüíûå ôèãóðêè âîéñê äëÿ ðóññêèõ êóëüòóð;;x
DLC_dlc015_TOOLTIP_INSTANT;§YRussian Unit Pack§!;;;;;;;;;;;§YRussian Unit Pack§!;;x
DLC_dlc016_RECOMMENDATION_RUSSIAN;The §Y$DLC_NAME$§! will make the characters of §Y[Root.Culture.GetName]§! culture appear unique in your game, with a wide arrange of face combinations for both male and female characters.\n;;;;;;;;;;;Íàáîð §Y$DLC_NAME$§! ïðèäàñò ïåðñîíàæàì §Y[Root.GetCultureAdj]îé§! êóëüòóðû óíèêàëüíûé âèä, äîáàâèâ òûñÿ÷è êîìáèíàöèé ëèö.\n;;x
DLC_dlc016_TOOLTIP_DELAYED;- Unique face combinations for characters of Russian cultures;;;;;;;;;;;- Óíèêàëüíûå âèäû ëèö äëÿ ïåðñîíàæåé ðóññêèõ êóëüòóð;;x
DLC_dlc016_TOOLTIP_INSTANT;§YRussian Portraits§!;;;;;;;;;;;§YRussian Portraits§!;;x
DLC_dlc017_RECOMMENDATION_BYZANTINE;The songs tracks in §YSongs of Byzantium§! were composed with the Byzantine Empire in mind, and you can listen to the songs when playing as a Byzantine ruler.\n;;;;;;;;;;;Ìóçûêà íàáîðà §YSongs of Byzantium§! áûëà ñîçäàíà äëÿ èãðû çà Âèçàíòèþ. Âû ìîæåòå ñëûøàòü å¸, êîãäà èãðàåòå çà ïðàâèòåëÿ ýòîé ãðóïïû êóëüòóð.\n;;x
DLC_dlc017_TOOLTIP_DELAYED;- Three soundtracks for rulers in the Byzantine Empire and other Greek, Armenian, or Georgian states;;;;;;;;;;;- Òðè çâóêîâûõ äîðîæêè äëÿ ïðàâèòåëåé Âèçàíòèè, à òàêæå ãðå÷åñêèõ, àðìÿíñêèõ è ãðóçèíñêèõ ãîñóäàðñòâ;;x
DLC_dlc017_TOOLTIP_INSTANT;§YSongs of Byzantium§!;;;;;;;;;;;§YSongs of Byzantium§!;;x
DLC_dlc018_RECOMMENDATION_SI_REQUIRED_NAHUATI;With the ahistorical invasion from west, §YSunset Invasion§! makes it possible to play as the Mesoamericans.\n;;;;;;;;;;;Åñëè Âàñ íå ñëèøêîì çàáîòèò èñòîðè÷íîñòü, Âû ìîæåòå ïðèâíåñòè íåìíîãî ôàíòàñòèêè â èãðó, ñäåëàâ äîñòóïíûì âòîðæåíèå ìåçîàìåðèêàíöåâ ñ çàïàäà. Äîïîëíåíèå §YSunset Invasion§! òàêæå äàñò Âàì âîçìîæíîñòü èãðàòü çà àöòåêîâ.\n;;x
DLC_dlc018_TOOLTIP_DELAYED;- A new invading threat from the west \n- New Aztec culture and religion \n\nAdditional Features: \n- Unique new portraits and units for the great Mesoamerican Menace \n- New on-map shields \n- A new terrible disease brought by the invaders;;;;;;;;;;;- Íîâàÿ óãðîçà âòîðæåíèÿ ñ çàïàäà\n- Àöòåêñêèå êóëüòóðà è ðåëèãèÿ\n\nÊðîìå òîãî:\n- Íîâûå óíèêàëüíûå ïîðòðåòû è ôèãóðêè äëÿ ìåçîàìåðèêàíöåâ\n- Íîâûå èêîíêè äëÿ ñòîëè÷íûõ ïîñåëåíèé\n- Íîâàÿ óæàñíàÿ çàðàçíàÿ áîëåçíü ñ äðóãîãî êîíòèíåíòà;;x
DLC_dlc018_TOOLTIP_INSTANT;§YSunset Invasion§!;;;;;;;;;;;§YSunset Invasion§!;;x
DLC_dlc019_RECOMMENDATION_RUS;The songs tracks in §YSongs of the Rus§! were composed with Eastern Europe in mind, and you can listen to the songs when playing as a Slavic ruler.\n;;;;;;;;;;;Ìóçûêà íàáîðà §YSongs of the Rus§! áûëà ñîçäàíà äëÿ èãðû çà ñòðàíû Âîñòî÷íîé Åâðîïû. Âû ìîæåòå ñëûøàòü å¸, êîãäà èãðàåòå ñëàâÿíñêèì ïðàâèòåëåì.\n;;x
DLC_dlc019_TOOLTIP_DELAYED;- Three soundtracks for Russian, Bulgarian, or Alan rulers;;;;;;;;;;;- Òðè çâóêîâûõ äîðîæêè äëÿ ðóññêèõ, áîëãàðñêèõ è àëàíñêèõ ïðàâèòåëåé;;x
DLC_dlc019_TOOLTIP_INSTANT;§YSongs of the Rus§!;;;;;;;;;;;§YSongs of the Rus§!;;x
DLC_dlc020_RECOMMENDATION_NORSE;The §Y$DLC_NAME$§! will make the characters of §Y[Root.Culture.GetName]§! culture appear unique in your game, with a wide arrange of face combinations for both male and female characters.\n;;;;;;;;;;;Íàáîð §Y$DLC_NAME$§! ïðèäàñò ïåðñîíàæàì §Y[Root.GetCultureAdj]îé§! êóëüòóðû óíèêàëüíûé âèä, äîáàâèâ òûñÿ÷è êîìáèíàöèé ëèö.\n;;x
DLC_dlc020_TOOLTIP_DELAYED;- Unique face combinations for characters of Norse cultures;;;;;;;;;;;- Óíèêàëüíûå âèäû ëèö äëÿ ïåðñîíàæåé ñêàíäèíàâñêèõ êóëüòóð;;x
DLC_dlc020_TOOLTIP_INSTANT;§YNorse Portraits§!;;;;;;;;;;;§YNorse Portraits§!;;x
DLC_dlc021_RECOMMENDATION_NORSE;The §Y$DLC_NAME$§! contains exclusive unit models for the §Y[Root.Culture.GetName]§! culture. Now meaning that you can easily distinguish your culture unique armies on the map.\n;;;;;;;;;;;Íàáîð §Y$DLC_NAME$§! ñîäåðæèò óíèêàëüíûå ôèãóðêè âîéñê §Y[Root.GetCultureAdj]îé§! êóëüòóðû. Ýòî îçíà÷àåò, ÷òî Âû ñìîæåòå ëåãêî ðàçëè÷àòü èõ íà êàðòå.\n;;x
DLC_dlc021_TOOLTIP_DELAYED;- Unique graphic units for characters of Norse cultures;;;;;;;;;;;- Óíèêàëüíûå ôèãóðêè âîéñê äëÿ ñêàíäèíàâñêèõ êóëüòóð;;x
DLC_dlc021_TOOLTIP_INSTANT;§YNorse Unit Pack§!;;;;;;;;;;;§YNorse Unit Pack§!;;x
DLC_dlc022_RECOMMENDATION_REASON_REPUBLIC;We’re recommending this expansion as you’ve selected a non-nomadic pagan character.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòî äîïîëíåíèå, ò.ê. Âû âûáðàëè íåêî÷åâîãî ïåðñîíàæà-ÿçû÷íèêà.;;x
DLC_dlc022_RECOMMENDATION_REASON_REQUIRED;We’re recommending this expansion as you’ve selected a Republican character.;;;;;;;;;;;Ìû ðåêîìåíäóåì Âàì ýòî äîïîëíåíèå, ò.ê. îíî äàñò Âàì âîçìîæíîñòü èãðàòü çà âûáðàííîãî ïåðñîíàæà-ãîðîæàíèíà (ðåñïóáëèêó).;;x
DLC_dlc022_RECOMMENDATION_REPUBLIC;With time, the non-nomadic pagans can choose reform to a Merchant Republic. §YThe Republic§! expansion is required then to continue to play.\n;;;;;;;;;;;Ñî âðåìåíåì, íåêî÷åâûå ÿçû÷íèêè ñìîãóò ðåôîðìèðîâàòü ñâîþ ïîëèòè÷åñêóþ ñèñòåìó â òîðãîâóþ ðåñïóáëèêó. Äîïîëíåíèå §YThe Republic§! íåîáõîäèìî, ÷òîáû ïðîäîëæèòü èãðó â ýòîì ñëó÷àå.\n;;x
DLC_dlc022_RECOMMENDATION_REQUIRED;§YThe Republic§! expansion makes patrician families available for play, so now you can become the doge of a merchant republic.\n;;;;;;;;;;;Äîïîëíåíèå §YThe Republic§! ïîçâîëÿåò èãðàòü çà ãîðîäñêóþ çíàòü (ïàòðèöèåâ), êîòîðûå ìîãóò èçáèðàòüñÿ íà ïîñò äîæà òîðãîâîé ðåñïóáëèêè.\n;;x
DLC_dlc022_TOOLTIP_DELAYED;- Merchant Republics are playable \n- Be the head of a Patrician family \n- Build Trade Posts and expand your Mercantile empire \n- Compete in the Doge elections \n\nAdditional Features: \n- Dozens of new buildings \n- Unique clothes and ship models for Republics \n- New plots and events \n- New Casus Bellis to seize or defend coastal cities;;;;;;;;;;;- Äåëàåò òîðãîâûå ðåñïóáëèêè äîñòóïíûìè äëÿ èãðû\n- Èãðà çà ãëàâó ãîðîäñêîé çíàòè\n- Ñòðîèòåëüñòâî òîðãîâûõ ïîñòîâ\n- Ó÷àñòèå â âûáîðàõ çà ïîñò äîæà\n\nÊðîìå òîãî:\n- Äåñÿòêè íîâûõ âèäîâ ïîñòðîåê\n- Óíèêàëüíàÿ îäåæäà è ôèãóðêè êîðàáëåé äëÿ ðåñïóáëèê\n- Íîâûå çàãîâîðû è ñîáûòèÿ\n- Íîâûå ïîâîäû äëÿ âîéíû çà ãîðîäà è ôàêòîðèè;;x
DLC_dlc022_TOOLTIP_INSTANT;§YThe Republic§!;;;;;;;;;;;§YThe Republic§!;;x
DLC_dlc023_RECOMMENDATION_REPUBLIC;The song tracks in §YSongs of Prosperity§! play in the background for Patrician characters who are part of a Republic. Listen to these rich songs as you amass wealth!\n;;;;;;;;;;;Ìóçûêà íàáîðà §YSongs of Prosperity§! ñîïðîâîæäàåò èãðó çà ïðåäñòàâèòåëÿ ãîðîäñêîé çíàòè (ðåñïóáëèêè).\n;;x
DLC_dlc023_TOOLTIP_DELAYED;- Three soundtracks for Republican rulers;;;;;;;;;;;- Òðè çâóêîâûõ äîðîæêè äëÿ ðåñïóáëèê;;x
DLC_dlc023_TOOLTIP_INSTANT;§YSongs of Prosperity§!;;;;;;;;;;;§YSongs of Prosperity§!;;x
DLC_dlc024_RECOMMENDATION_REQUIRED;§YThe Old Gods§! expansion lets you play as a Pagan or Zoroastrian ruler. Survive by ravaging your neighbors!\n;;;;;;;;;;;Äîïîëíåíèå §YThe Old Gods§! ïîçâîëèò Âàì èãðàòü çà ÿçû÷íèêà èëè çîðîàñòðèéöà. Ãðàáüòå ñâîèõ ñîñåäåé, ÷òîáû âûæèòü!\n;;x
DLC_dlc024_TOOLTIP_DELAYED;- An earlier start date, 867 \n- Pagans and Zoroastrians are playable \n- Revolts now have leaders and are more dangerous \n- Pagans can loot and pillage provinces \n\nAdditional Features: \n- Christians and Muslims can dispatch missions to convert heathens \n- New thematic decisions and events;;;;;;;;;;;- Íîâàÿ äàòà äëÿ ñòàðòà èãðû: 867 ãîä\n- ßçû÷íèêè è çîðîàñòðèéöû äîñòóïíû äëÿ èãðû\n- Âîññòàíèÿ ñòàíóò áîëåå ïðîäóìàííûìè è îïàñíûìè\n- ßçû÷íèêè ñìîãóò ãðàáèòü è ðàçîðÿòü ïîñåëåíèÿ\n\nÊðîìå òîãî:\n- Õðèñòèàíå è ìóñóëüìàíå ñìîãóò îòïðàâëÿòü ìèññèîíåðîâ äëÿ îáðàùåíèÿ ÿçû÷íèêîâ â ñâîþ âåðó\n- Íîâûå òåìàòè÷åñêèå ñîáûòèÿ;;x
DLC_dlc024_TOOLTIP_INSTANT;§YThe Old Gods§!;;;;;;;;;;;§YThe Old Gods§!;;x
DLC_dlc025_RECOMMENDATION_NORTH_GERMANIC;The song tracks in §YHymns to the Old Gods§! play in the background for characters with Norse heritage. Listen to these songs to celebrate the rich Viking heritage.\n;;;;;;;;;;;Ìóçûêà íàáîðà §YHymns to the Old Gods§! ñîïðîâîæäàåò èãðó çà ñêàíäèíàâîâ.\n;;x
DLC_dlc025_TOOLTIP_DELAYED;- Four soundtracks for North Germanic rulers;;;;;;;;;;;- ×åòûðå çâóêîâûõ äîðîæêè äëÿ ñåâåðî-ãåðìàíñêèõ ïðàâèòåëåé;;x
DLC_dlc025_TOOLTIP_INSTANT;§YHymns to the Old Gods§!;;;;;;;;;;;§YHymns to the Old Gods§!;;x
DLC_dlc027_RECOMMENDATION_CELTIC;The §Y$DLC_NAME$§! contains exclusive unit models for the §Y[Root.Culture.GetName]§! culture. Now meaning that you can easily distinguish your culture unique armies on the map.\n;;;;;;;;;;;Íàáîð §Y$DLC_NAME$§! ñîäåðæèò óíèêàëüíûå ôèãóðêè âîéñê §Y[Root.GetCultureAdj]îé§! êóëüòóðû. Ýòî îçíà÷àåò, ÷òî Âû ñìîæåòå ëåãêî ðàçëè÷àòü èõ íà êàðòå.\n;;x
DLC_dlc027_TOOLTIP_DELAYED;- Unique graphic units for characters of Celtic cultures;;;;;;;;;;;- Óíèêàëüíûå ôèãóðêè âîéñê äëÿ êåëüòñêèõ êóëüòóð;;x
DLC_dlc027_TOOLTIP_INSTANT;§YCeltic Unit Pack§!;;;;;;;;;;;§YCeltic Unit Pack§!;;x
DLC_dlc028_RECOMMENDATION_CELTIC;The §Y$DLC_NAME$§! will make the characters of §Y[Root.Culture.GetName]§! culture appear unique in your game, with thousands of face combinations for both male and female characters.\n;;;;;;;;;;;Íàáîð §Y$DLC_NAME$§! ïðèäàñò ïåðñîíàæàì §Y[Root.GetCultureAdj]îé§! êóëüòóðû óíèêàëüíîñòü â âàøåé èãðå, áëàãîäàðÿ ìíîæåñòâó êîìáèíàöèé ëèö äëÿ ìóæñêèõ è æåíñêèõ ïåðñîíàæåé.\n;;x
DLC_dlc028_TOOLTIP_DELAYED;- Unique face combinations for characters of Celtic cultures;;;;;;;;;;;- Óíèêàëüíûå âèäû ëèö äëÿ ïåðñîíàæåé êåëüòñêèõ êóëüòóð;;x
DLC_dlc028_TOOLTIP_INSTANT;§YCeltic Portraits§!;;;;;;;;;;;§YCeltic Portraits§!;;x
DLC_dlc029_EXAMPLE_IMAGE_1_TOOLTIP;King Stenkil of Sweden \nDynasty: Stenkiling \nDate: 1066 AD;;;;;;;;;;;Ñòåíêèëü, êîðîëü Øâåöèè\nÄèíàñòèÿ: Ñòåíêèëü\nÄàòà: 1066 ãîä í.ý.;;x
DLC_dlc029_EXAMPLE_IMAGE_1_TOOLTIP_DELAYED;Stenkil was King of Sweden between 1060 until 1066. He was as a devoted Christian who supported the Christianization of Sweden, yet sympathetic to the old Pagan religion. His death triggered a violent civil war between Christians and pagans, whose relationship he had tried to stabilize.;;;;;;;;;;;Ñòåíêèëü ïðàâèë Øâåöèåé ñ 1060 ïî 1066 ãîä í. ý. Êàê ïðåäàííûé õðèñòèàíèí, îí íå ìîã íå ïîääåðæèâàòü õðèñòèàíèçàöèþ Øâåöèè, íî òàêæå è ñèìïàòèçèðîâàë âåðå â ñòàðûõ áîãîâ. Åãî ñìåðòü âûçâàëà îæåñòî÷åííóþ ãðàæäàíñêóþ âîéíó ìåæäó õðèñòèàíàìè è ÿçû÷íèêàìè, îòíîøåíèÿ ìåæäó êîòîðûìè îí è ïûòàëñÿ íàëàäèòü.;;x
DLC_dlc029_EXAMPLE_IMAGE_2_TOOLTIP;King Ivar the Boneless \nDynasty: Ivaring \nDate: 867 AD\n;;;;;;;;;;;Êîðîëü Èâàð Áåñêîñòíûé\nÄèíàñòèÿ: Èâàðèíã\nÄàòà: 867 ãîä í.ý.;;x
DLC_dlc029_EXAMPLE_IMAGE_2_TOOLTIP_DELAYED;There are multiple theories for how this Viking leader got the nickname 'the boneless.' Some say it was the result of a curse, and others think it's the result of miscommunication. While the sagas detail his physical disability, they also highlight his mastery of strategy as he invaded what is now England.;;;;;;;;;;;"Ñóùåñòâóåò íåñêîëüêî òåîðèé î òîì, êàê ëèäåð âèêèíãîâ ïîëó÷èë ïðîçâèùå ""Áåñêîñòíûé"". Íåêîòîðûå ñ÷èòàþò, ÷òî ýòî ïîñëåäñòâèÿ íåêîãî ïðîêëÿòèÿ, äðóãèå æå - ÷òî ýòî ðåçóëüòàò íåäîïîíèìàíèÿ. Â òî âðåìÿ êàê ñàãè ïîä÷åðêèâàëè åãî ôèçè÷åñêèå íåäîñòàòêè, îíè òàêæå è âîñïåâàëè åãî ìàñòåðñòâî êàê ñòðàòåãà, ïîñêîëüêó åìó óäàëîñü âîðâàòüñÿ â òî, ÷òî ñåé÷àñ çîâóò Àíãëèåé.";;x
DLC_dlc029_EXAMPLE_IMAGE_3_TOOLTIP;Emperor Robert of the Latin Empire \nDynasty: de Courtenay \nDate: 1220 AD;;;;;;;;;;;Ðîáåðò, èìïåðàòîð Ëàòèíñêîé èìïåðèè\nDynasty: Êóðòåíå\nÄàòà: 1220 ãîä í.ý.;;x
DLC_dlc029_EXAMPLE_IMAGE_3_TOOLTIP_DELAYED;Robert I, also Robert of Courtenay, was the Latin Emperor of Constantinople, whose reign lasted from 1221 to 1228. His elder brother renounced the succession to the Latin empire to Robert. Ousted from Constantinople after a conspiracy, Robert fled to Rome and died on his return trip.;;;;;;;;;;;Ðîáåðò I, îí æå Ðîáåð äå Êóðòåíå, áûë èìïåðàòîðîì Ëàòèíñêîé èìïåðèè, ïðàâëåíèå êîòîðîãî ïðîäëèëîñü ñ 1221 ïî 1228 ãîäû í. ý. Åãî ñòàðøèé áðàò îòêàçàëñÿ îò íàñëåäñòâà, ïîýòîìó òðîí çàíÿë îí ñàì. Èçãíàííûé èç Êîíñòàíòèíîïîëÿ ïîñëå çàãîâîðà, Ðîáåðò áåæàë â Ðèì, íî óìåð íà îáðàòíîì ïóòè.;;x
DLC_dlc029_EXAMPLE_IMAGE_4_TOOLTIP;King Philippe of France \nDynasty: de Valois \nDate: 1337 AD;;;;;;;;;;;Ôèëèïï VI, êîðîëü Ôðàíöèè\nÄèíàñòèÿ: Âàëóà\nÄàòà: 1337 ãîä í.ý.;;x
DLC_dlc029_EXAMPLE_IMAGE_4_TOOLTIP_DELAYED;Philippe VI was the first King of France from the House of Valois. His reign is famous for instigating the Hundred Years' War as a result of a dispute in succession. Edward III of England was the closest relative of the previous king, but was ineligible to inherit the French throne according to an old law.;;;;;;;;;;;Ôèëèïï VI áûë ïåðâûì êîðîë¸ì Ôðàíöèè èç äèíàñòèè Âàëóà. Åãî ïðàâëåíèå èçâåñòíî òåì, ÷òî îí ñïðîâîöèðîâàë Ñòîëåòíþþ âîéíó â ðåçóëüòàòå ñïîðà î ïðåñòîëîíàñëåäèè. Ýäóàðä III èç Àíãëèè áûë ñàìûì áëèçêèì ðîäñòâåííèêîì ïðåäûäóùåãî êîðîëÿ, íî íå èìåë ïðàâà óíàñëåäîâàòü ôðàíöóçñêèé òðîí ñîãëàñíî ñòàðîìó çàêîíó.;;x
DLC_dlc029_RECOMMENDATION_MEDIEVAL_EUROPE;The third §YDynasty Shields§! pack contains even 50 more Coat of Arms for famous and prestigious families of Medieval Europe. This time it has a specific focus on old pagan families.\n;;;;;;;;;;;Òðåòèé íàáîð §YDynasty Shields§! ñîäåðæèò åù¸ 50 íîâûõ ãåðáîâ äèíàñòèé ñðåäíåâåêîâîé Åâðîïû. Íà ýòîò ðàç ýòî äðåâíèå ÿçû÷åñêèå ðîäà.\n;;x
DLC_dlc029_TOOLTIP_DELAYED;- 50 unique dynastic shields for 50 famous families of Medieval Europe, with a focus on pagan families;;;;;;;;;;;- 50 óíèêàëüíûõ ãåðáîâ äëÿ äèíàñòèé ñðåäíåâåêîâîé Åâðîïû (ÿçû÷íèêîâ);;x
DLC_dlc029_TOOLTIP_INSTANT;§YDynasty Coat of Arms Pack 3§!;;;;;;;;;;;§YDynasty Coat of Arms Pack 3§!;;x
DLC_dlc030_RECOMMENDATION_EU4;Is one game not enough for you? Then why not export your Crusader Kings 2 save and continue to play in Europa Universalis 4!\n;;;;;;;;;;;Îäíîé èãðû Âàì íå äîñòàòî÷íî? Òîãäà ïåðåíåñèòå ñâîþ êàìïàíèþ èç èãðû Crusader Kings 2 â Europa Universalis 4!\n;;x
DLC_dlc030_TOOLTIP_DELAYED;- Convert your Crusader Kings II save game to Europa Universalis IV ;;;;;;;;;;;- Ïîçâîëÿåò ïðåîáðàçîâûâàòü ñîõðàíåíèÿ îò èãðû Crusader Kings II â ìîä äëÿ èãðû Europa Universalis IV ;;x
DLC_dlc030_TOOLTIP_INSTANT;§YEuropa Universalis IV Converter§!;;;;;;;;;;;§YEuropa Universalis IV Converter§!;;x
DLC_dlc031_TOOLTIP_DELAYED;- In-game barber shop: customize hair and beard \n- Rename children born to all your descendants \n- Name bastard dynasties \n- Rename duchies and above, with adjective form;;;;;;;;;;;- Ïîçâîëÿåò ìåíÿòü ïðè÷åñêè è áîðîäû ïåðñîíàæåé\n- Íàçûâàòü äåòåé ïðè ðîæäåíèè â ÷åñòü èõ ïðåäêîâ\n- Äàâàòü íàçâàíèÿ äèíàñòèÿì áàñòàðäîâ\n- Ïåðåèìåíîâûâàòü ãåðöîãñòâà è èõ ïðèëàãàòåëüíûå;;x
DLC_dlc031_TOOLTIP_INSTANT;§YCustomization Pack§!;;;;;;;;;;;§YCustomization Pack§!;;x
DLC_dlc032_RECOMMENDATION_ABRAHAMIC;With the focus on the three Abrahamic religions, §YSons of Abraham§! adds plenty of events, unique holy orders, and more content to enhance these faiths.\n;;;;;;;;;;;Ñ óïîðîì íà àâðààìè÷åñêèå ðåëèãèè, äîïîëíåíèå §YSons of Abraham§! äîáàâëÿåò ìíîæåñòâî ñîáûòèé, óíèêàëüíûõ äóõîâíûõ îðäåíîâ è ïðî÷èé êîíòåíò, êîòîðûé êàñàåòñÿ ýòèõ ðåëèãèé.\n;;x
DLC_dlc032_RECOMMENDATION_RELIGION;With §YSons of Abraham§! comes a major overhaul of Holy Orders, as well as the addition of religion unique Holy Orders. The §Y[Root.Religion.GetName]§! gains [Root.GetHolyOrderName].\n;;;;;;;;;;;Äîïîëíåíèå §YSons of Abraham§! äîáàâëÿåò íå òîëüêî èñòîðè÷åñêèå äóõîâíûå îðäåíû, íî è îðäåíû, êîòîðûå ìîãëè áû ïîÿâèòüñÿ. Äëÿ êàæäîé ðåëèãèè ñâîé óíèêàëüíûé îðäåí. Íàïðèìåð, [Root.GetHolyOrderName] âñòàíóò íà çàùèòó §Y[Root.GetReligionNameGEN]§!.\n;;x
