EVTTITLE23910;The Offering;;;;;;;;;;;Ïîäíîøåíèå;;x
EVTOPTAHF23867;No steed can resist me!;;;;;;;;;;;Íè îäèí êîíü íå óñòîèò ïåðåäî ìíîé!;;x
EVTOPTAHF23868;Why not? I am certain to win.;;;;;;;;;;;Ïî÷åìó áû è íåò? ß óâåðåí[Root.GetEndA], ÷òî âûèãðàþ.;;x
EVTOPTAHF23869;Perfect! I cannot wait!;;;;;;;;;;;Èäåàëüíî! Íå ìîãó äîæäàòüñÿ!;;x
EVTOPTAHF23870;Indeed. And I will join too!;;;;;;;;;;;Êîíå÷íî. È ÿ òîæå ïðèñîåäèíþñü!;;x
EVTOPTAHF23871;I will take that challenge!;;;;;;;;;;;ß ïðèìó ýòîò âûçîâ!;;x
EVTOPTAHF23872;Indeed. And I will join too!;;;;;;;;;;;Êîíå÷íî. È ÿ òîæå ïðèñîåäèíþñü!;;x
EVTOPTAHF23873;I will take that challenge!;;;;;;;;;;;ß ïðèìó ýòîò âûçîâ!;;x
EVTOPTAHF23874;And I will take part in it too.;;;;;;;;;;;È ÿ òîæå ïðèìó â ýòîì ó÷àñòèå.;;x
EVTOPTAHF23875;I will create the best tapestry of all!;;;;;;;;;;;ß ñîçäàì ëó÷øèé ãîáåëåí èç âñåõ!;;x
EVTOPTAHF23876;Let the best [Root.GetManWoman] win!;;;;;;;;;;;Ïóñòü ïîáåäèò ëó÷ø[Root.GetAyaIy]!;;x
EVTOPTAHF23880;Anybody else want more?!;;;;;;;;;;;Êîìó-òî åù¸ ìàëî?!;;x
EVTOPTAHF23881;Curse you!;;;;;;;;;;;Áóäü òû ïðîêëÿò[tribal_festival_winner.GetEndA]!;;x
EVTOPTAHF23882;[tribal_festival_winner.GetSheHeCap] deserved it.;;;;;;;;;;;[tribal_festival_winner.GetSheHeCap] çàñëóæèë[tribal_festival_winner.GetEndA] ýòî.;;x
EVTOPTAHF23883;Why is everyone spinning?;;;;;;;;;;;Ïî÷åìó âñ¸ øàòàåòñÿ?;;x
EVTOPTAHF23884;Ughh...;;;;;;;;;;;Óãõõ...;;x
EVTOPTAHF23885;Good on [tribal_festival_winner.GetHerHim].;;;;;;;;;;;Ñëàâà ïðåñëåäóåò [tribal_festival_winner.GetHerHis].;;x
EVTOPTAHF23886;Ugh- I need to lay down...;;;;;;;;;;;Óõ. Ìíå íóæíî ïðèëå÷ü...;;x
EVTOPTAHF23887;I feel awful...;;;;;;;;;;;ß óæàñíî ñåáÿ ÷óâñòâóþ...;;x
EVTOPTAHF23888;Good on [tribal_festival_winner.GetHerHim]!;;;;;;;;;;;Äà âîññëàâèòñÿ [tribal_festival_winner.GetFirstName]!;;x
EVTOPTAHF23889;It was a good game.;;;;;;;;;;;Ýòî áûëà õîðîøàÿ èãðà.;;x
EVTOPTAHF23890;Hmpf.;;;;;;;;;;;Õìô.;;x
EVTOPTAHF23891;It was fun while it lasted.;;;;;;;;;;;Ýòî áûëî âåñåëî, ïîêà ïðîäîëæàëîñü.;;x
EVTOPTAHF23892;You are all too kind!;;;;;;;;;;;Âû âñå î÷åíü äîáðû!;;x
EVTOPTAHF23893;I was so close...;;;;;;;;;;;ß áûë[Root.GetEndA] òàê áëèçêî...;;x
EVTOPTAHF23894;[tribal_festival_winner.GetSheHeCap] does look rather pretty...;;;;;;;;;;;[tribal_festival_winner.GetSheHeCap] âûãëÿäèò î÷åíü êðàñèâî...;;x
EVTOPTAHF23895;This contest was but a formality.;;;;;;;;;;;Ýòîò êîíêóðñ áûë ëèøü ôîðìàëüíîñòüþ.;;x
EVTOPTAHF23896;[tribal_festival_winner.GetSheHeCap] is so enthralling...;;;;;;;;;;;[tribal_festival_winner.GetSheHeCap] ýòî òàê óâëåêàòåëüíî...;;x
EVTOPTAHF23897;I had never heard that story...;;;;;;;;;;;ß íèêîãäà íå ñëûøàë[Root.GetEndA] ýòó èñòîðèþ...;;x
EVTOPTAHF23898;Thank you all!;;;;;;;;;;;Ñïàñèáî âñåì âàì!;;x
EVTOPTAHF23899;[tribal_festival_winner.GetHerHisCap] voice is so captivating...;;;;;;;;;;;[tribal_festival_winner.GetHerHisCap] ãîëîñ òàê î÷àðîâûâàåò...;;x
EVTOPTAHF23900;Such a melody...;;;;;;;;;;;Êàêàÿ ñëàâíàÿ ìåëîäèÿ...;;x
EVTOPTAHF23901;I need to rest now.;;;;;;;;;;;À òåïåðü ìíå íóæíî îòäîõíóòü.;;x
EVTOPTAHF23902;So much work in vain...;;;;;;;;;;;Ñòîëüêî òðóäà âïóñòóþ...;;x
EVTOPTAHF23903;It is rather beautiful to look at.;;;;;;;;;;;Îí âûãëÿäèò î÷åíü êðàñèâî.;;x
EVTOPTAHF23904;Thank you!;;;;;;;;;;;Ñïàñèáî!;;x
EVTOPTAHF23910;Glory to [Root.Religion.GetRandomGodName]!;;;;;;;;;;;Äà âîññëàâèòñÿ [Root.Religion.GetRandomGodName]!;;x
EVTOPTAHF23911;Glory to [From.Religion.GetRandomGodName]!;;;;;;;;;;;Äà âîññëàâèòñÿ [From.Religion.GetRandomGodName]!;;x
EVTOPTBHF23807;Maybe some other time...;;;;;;;;;;;Ìîæåò áûòü, â äðóãîé ðàç...;;x
EVTOPTBHF23810;Not this time.;;;;;;;;;;;Íå â ýòîò ðàç.;;x
EVTOPTBHF23811;I will take time to groom myself.;;;;;;;;;;;Ìíå ïîòðåáóåòñÿ âðåìÿ, ÷òîáû ïðèâåñòè ñåáÿ â ïîðÿäîê.;;x
EVTOPTBHF23814;I have no time for this nonsense!;;;;;;;;;;;Ó ìåíÿ íåò âðåìåíè íà ýòó åðóíäó!;;x
EVTOPTBHF23818;How about a drink for this charm?;;;;;;;;;;;Ìîãó ÿ âûïèòü ýòî çåëüå î÷àðîâàíèÿ?;;x
EVTOPTBHF23819;How about a drink for this charm?;;;;;;;;;;;Ìîãó ÿ âûïèòü ýòî çåëüå î÷àðîâàíèÿ?;;x
EVTOPTBHF23820;This amulet looks expensive enough...;;;;;;;;;;;Ýòîò àìóëåò âûãëÿäèò äîñòàòî÷íî äîðîãî...;;x
EVTOPTBHF23821;Let me offer you a drink, [tribal_festival_potential_friend_1.GetFirstName]!;;;;;;;;;;;Ïîçâîëüòå ìíå ïðåäëîæèòü âàì âûïèòü, [tribal_festival_potential_friend_1.GetFirstName]!;;x
EVTOPTBHF23822;Let us become friends!;;;;;;;;;;;Äàâàéòå ñòàíåì äðóçüÿìè!;;x
EVTOPTBHF23826;Sure, why not?;;;;;;;;;;;Êîíå÷íî, ïî÷åìó áû è íåò?;;x
EVTOPTBHF23828;Enough!;;;;;;;;;;;Äîâîëüíî!;;x
EVTOPTBHF23831;Shame on you! What sort of [tribal_festival_potential_enemy_1.GetManWoman] are you?;;;;;;;;;;;Êàê âàì íå ñòûäíî! ×òî âû çà [tribal_festival_potential_enemy_1.GetManWoman]à?;;x
EVTOPTBHF23833;Whu-? I thought we were friends...;;;;;;;;;;;×òî...? ß äóìàë[Root.GetEndA], ÷òî ìû äðóçüÿ...;;x
EVTOPTBHF23834;You are a hateful little [From.GetManWoman]!;;;;;;;;;;;Òû - ìàëåíüê[From.GetAyaIy] çëîáí[From.GetAyaYy] [From.GetManWoman]à!;;x
EVTOPTBHF23835;Well, [warrior_lodge_guest.GetSheHe] is right!;;;;;;;;;;;Íó, [warrior_lodge_guest.GetSheHe] ïðàâ[warrior_lodge_guest.GetEndA]!;;x
EVTOPTBHF23836;No, that would be wrong.;;;;;;;;;;;Íåò, ýòî áûëî áû íåïðàâèëüíî.;;x
EVTOPTBHF23838;*Steal the food*;;;;;;;;;;;*Óêðàñòü åäó*;;x
EVTOPTBHF23839;Ah! Awesome!;;;;;;;;;;;Àõ! Ïîòðÿñàþùå!;;x
EVTOPTBHF23840;Sweet!;;;;;;;;;;;Êàê ñëàäêî!;;x
EVTOPTBHF23841;No, stealing is wrong.;;;;;;;;;;;Íåò, âîðîâàòü - ýòî ïëîõî.;;x
EVTOPTBHF23844;Serves him right!;;;;;;;;;;;Îí çàñëóæèë ýòî!;;x
EVTOPTBHF23845;Eh, that is just how grownups are...;;;;;;;;;;;Ýõ, âçðîñëûå ïðîñòî òàêèå...;;x
EVTOPTBHF23848;You are great, [From.GetFirstName]!;;;;;;;;;;;Òû ìîëîäåö, [From.GetFirstName]!;;x
EVTOPTBHF23849;Actually, maybe I will just have a nap.;;;;;;;;;;;Âîîáùå-òî ÿ õî÷ó ïðîñòî âçäðåìíóòü.;;x
EVTOPTBHF23852;No! I lost!;;;;;;;;;;;Íåò! ß ïðîèãðàë[Root.GetEndA]!;;x
EVTOPTBHF23854;Sounds scary...;;;;;;;;;;;Çâó÷èò ïóãàþùå...;;x
EVTOPTBHF23855;*Look at the traders' caravans*;;;;;;;;;;;*Ïîñìîòðåòü íà êàðàâàíû òîðãîâöåâ*;;x
EVTOPTBHF23860;Let any brave fighter step forward!;;;;;;;;;;;Ïóñòü ëþáîé îòâàæíûé áîåö ñäåëàåò øàã âïåð¸ä!;;x
EVTOPTBHF23861;I will just cheer on the other fighters.;;;;;;;;;;;ß ïðîñòî áóäó áîëåòü çà äðóãèõ áîéöîâ.;;x
EVTOPTBHF23862;Let any strong fighter step forward!;;;;;;;;;;;Ïóñòü ëþáîé ñèëüíûé áîåö øàãí¸ò âïåð¸ä!;;x
EVTOPTBHF23863;Eh, I will just cheer on the others.;;;;;;;;;;;Ýõ, ÿ ïðîñòî áóäó áîëåòü çà äðóãèõ.;;x
EVTOPTBHF23864;I will just cheer on the others.;;;;;;;;;;;ß ïðîñòî áóäó áîëåòü çà äðóãèõ.;;x
EVTOPTBHF23865;I will just cheer on the others.;;;;;;;;;;;ß ïðîñòî áóäó áîëåòü çà äðóãèõ.;;x
EVTOPTBHF23866;The winner will get a horse of their own!;;;;;;;;;;;Ïîáåäèòåëü ïîëó÷èò ñîáñòâåííóþ ëîøàäü!;;x
EVTOPTBHF23867;I will cheer on the tamers.;;;;;;;;;;;ß áóäó áîëåòü çà óêðîòèòåëåé.;;x
EVTOPTBHF23868;I will be glad to judge all candidates...;;;;;;;;;;;ß áóäó ðàä[Root.GetEndA] îöåíèòü âñåõ êàíäèäàòîâ...;;x
EVTOPTBHF23869;I'd rather judge than be judged.;;;;;;;;;;;Ëó÷øå ÿ áóäó ñóäèòü ñàì[Root.GetEndA], ÷åì ìåíÿ áóäóò ñóäèòü äðóãèå.;;x
EVTOPTBHF23870;This should be very entertaining to watch.;;;;;;;;;;;Çà ýòèì äîëæíî áûòü î÷åíü èíòåðåñíî íàáëþäàòü.;;x
EVTOPTBHF23871;I am a [Root.GetTitle], not an entertainer.;;;;;;;;;;;ß [Root.GetTitle], à íå àðòèñò[Root.GetEndKa].;;x
EVTOPTBHF23872;This should be very entertaining to watch.;;;;;;;;;;;Çà ýòèì áóäåò âåñüìà èíòåðåñíî íàáëþäàòü.;;x
EVTOPTBHF23873;I am a [Root.GetTitle], not an entertainer.;;;;;;;;;;;ß [Root.GetTitle], à íå àðòèñò[Root.GetEndKa].;;x
EVTOPTBHF23874;This should provide us with even more offerings.;;;;;;;;;;;Ýòî äîëæíî ïðåäîñòàâèòü íàì åù¸ áîëüøå ïîäíîøåíèé.;;x
EVTOPTBHF23875;This isn't something for me.;;;;;;;;;;;Ýòî íå äëÿ ìåíÿ.;;x
EVTOPTCHF23811;I will study our old legends.;;;;;;;;;;;ß áóäó èçó÷àòü íàøè ñòàðûå ëåãåíäû.;;x
EVTOPTCHF23818;I will burn an offering for you, in exchange for this perfume.;;;;;;;;;;;ß ñîæãó äëÿ âàñ ïîäíîøåíèå â îáìåí íà ýòè äóõè.;;x
EVTOPTCHF23819;I will burn an offering for you, in exchange for this amulet.;;;;;;;;;;;ß ñîæãó äëÿ âàñ ïîäíîøåíèå â îáìåí íà ýòîò àìóëåò.;;x
EVTOPTCHF23820;If I really *have* to buy something...;;;;;;;;;;;Åñëè ìíå äåéñòâèòåëüíî *íóæíî* ÷òî-òî êóïèòü...;;x
EVTOPTCHF23821;Maybe some other time...;;;;;;;;;;;Ìîæåò áûòü, â äðóãîé ðàç...;;x
EVTOPTCHF23822;We should do this again, sometimes.;;;;;;;;;;;Äàâàéòå ïîâòîðèì ýòî, êîãäà-íèáóäü.;;x
EVTOPTCHF23828;Never mind, I will just have to ignore [tribal_festival_potential_enemy_1.GetHerHim]...;;;;;;;;;;;Íè÷åãî, ìíå ïðîñòî ïðèä¸òñÿ [tribal_festival_potential_enemy_1.GetHerHim] èãíîðèðîâàòü...;;x
EVTOPTCHF23835;I will talk to [warrior_lodge_guest.GetHerHim].;;;;;;;;;;;ß ïîãîâîðþ ñ í[warrior_lodge_guest.GetEyIm].;;x
EVTOPTCHF23850;Maybe some other time...;;;;;;;;;;;Ìîæåò áûòü, â äðóãîé ðàç...;;x
EVTOPTCHF23855;*Look at the servants chatting*;;;;;;;;;;;*Ïîñìîòðåòü, êàê ñëóãè áîëòàþò*;;x
EVTOPTDHF23811;I will look for our best craftsmen.;;;;;;;;;;;ß áóäó èñêàòü íàøèõ ëó÷øèõ ìàñòåðîâ.;;x
EVTOPTDHF23811_A;I do not need to worry about anything.;;;;;;;;;;;Ìíå íå íóæíî íè î ÷¸ì áåñïîêîèòüñÿ.;;x
EVTOPTDHF23811_B;This is going to be amazing!;;;;;;;;;;;Ýòî áóäåò ïîòðÿñàþùå!;;x
EVTOPTDHF23818;Never mind, I am not interested in what you sell.;;;;;;;;;;;Íåâàæíî, ìåíÿ íå èíòåðåñóåò, ÷òî âû ïðîäà¸òå.;;x
EVTOPTDHF23819;I do not need any of this sorcery.;;;;;;;;;;;Ìíå íå íóæíî ýòî êîëäîâñòâî.;;x
EVTOPTDHF23820;I have no money to waste.;;;;;;;;;;;Ó ìåíÿ íåò äåíåã, ÷òîáû òðàòèòü èõ âïóñòóþ.;;x
EVTOPTDHF23855;*Recite a prayer to the ancestors*;;;;;;;;;;;*Ïðî÷èòàòü ìîëèòâó ïðåäêàì*;;x
EVTOPTZHF23900;This [tribal_festival_winner.GetManWoman] deserves a prize!;;;;;;;;;;;Ýò[tribal_festival_winner.GetEtaEtot] [tribal_festival_winner.GetManWoman]à çàñëóæèâàåò ïðèçà!;;x
EVTTITLEHF_TRIBAL_FESTIVAL;The Great Tribal Festival;;;;;;;;;;;Âåëèêèé íàðîäíûé ïðàçäíèê;;x
EVTTITLEHF23860;The Brawling Tournament;;;;;;;;;;;Áîéöîâñêèé òóðíèð;;x
EVTTITLEHF23862;The Drinking Game;;;;;;;;;;;Êòî áîëüøå âûïüåò;;x
EVTTITLEHF23864;The Eating Contest;;;;;;;;;;;Êòî áîëüøå ñúåñò;;x
EVTTITLEHF23866;The Horse-Taming Contest;;;;;;;;;;;Ñîñòÿçàíèå ïî óêðîùåíèþ ëîøàäåé;;x
EVTTITLEHF23868;The Beauty Fair;;;;;;;;;;;Êîíêóðñ êðàñîòû;;x
EVTTITLEHF23870;The Poetry Contest;;;;;;;;;;;Ïîýòè÷åñêèé êîíêóðñ;;x
EVTTITLEHF23872;The Singing Contest;;;;;;;;;;;Ñîðåâíîâàíèå ïî ïåíèþ;;x
EVTTITLEHF23874;The Weaving Contest;;;;;;;;;;;Êîíêóðñ òêà÷åé;;x
TOOLTIP_EVTOPTAHF23806;Send invitations to your §YCourtiers§! and §YVassals§!.;;;;;;;;;;;Ðàçîñëàòü ïðèãëàøåíèÿ Âàøèì §Yïðèäâîðíûì§! è §Yâàññàëàì§!.;;x
TOOLTIP_EVTOPTAHF23807;Accept §Y[From.GetTitledFirstName]§!'s invitation.;;;;;;;;;;;Ïðèíÿòü ïðèãëàøåíèå.;;x
TOOLTIP_EVTOPTAHF23810;Allow §Y[From.GetTitledFirstName]§! to join in the §YFestival§!.;;;;;;;;;;;Ïîçâîëèòü, ÷òîáû §Y[From.GetTitledFirstName]§! ïðèáûë[From.GetEndA] íà §Yíàðîäíûé ïðàçäíèê§!.;;x
TOOLTIP_EVTOPTAHF23811;Spend time outside, refining your hunting skills.;;;;;;;;;;;Ïðîâåñòè âðåìÿ ñíàðóæè, îòòà÷èâàÿ íàâûêè îõîòû.;;x
TOOLTIP_EVTOPTAHF23821;Try to become §GFriends§! with §Y[tribal_festival_potential_friend_1.GetTitledFirstName]§!;;;;;;;;;;;§Y[tribal_festival_potential_friend_1.GetTitledFirstName]§! ìîæåò ñòàòü Âàøèì §Gäðóãîì§!.;;x
TOOLTIP_EVTOPTAHF23828;Try to get §Y[tribal_festival_potential_enemy_1.GetTitledFirstName]§! drunk to humiliate [tribal_festival_potential_enemy_1.GetHerHim].;;;;;;;;;;;Åñëè §Y[tribal_festival_potential_enemy_1.GetTitledFirstName]§! íàïü¸òñÿ âäðûçã, [tribal_festival_potential_enemy_1.GetHersHis] ìîæíî áóäåò óíèçèòü.;;x
TOOLTIP_EVTOPTAHF23831;Lead §Y[tribal_festival_potential_enemy_1.GetTitledFirstName]§! into the wilderness and abandon [tribal_festival_potential_enemy_1.GetHerHim] there.;;;;;;;;;;;Çàâåñòè [tribal_festival_potential_enemy_1.GetHersHis] â äèêóþ ãëóøü è îñòàâèòü òàì.;;x
TOOLTIP_EVTOPTAHF23836;Sneak inside the main hall.;;;;;;;;;;;Ïðîêðàñòüñÿ â ãëàâíûé çàë.;;x
TOOLTIP_EVTOPTAHF23839;The gods are surely upset.;;;;;;;;;;;Áîãè ÿâíî íå îáðàäóþòñÿ.;;x
TOOLTIP_EVTOPTAHF23841;Try to steal a trinket from the merchant's stand.;;;;;;;;;;;Ïîïûòàòüñÿ ñòàùèòü óêðàøåíèå ñî ñòåíäà êóïöà.;;x
TOOLTIP_EVTOPTAHF23845;Disrupt the festival by throwing mud on some of the adult guests.;;;;;;;;;;;Áðîñèòü ãðÿçü â êîãî-íèáóäü èç âçðîñëûõ ãîñòåé.;;x
TOOLTIP_EVTOPTAHF23849;Challenge §Y[scoped_running_child_1.GetFirstName]§! to a race around town.;;;;;;;;;;;Ïðåäëîæèòü [scoped_running_child_1.GetHerHim] ñáåãàòü íàïåðåãîíêè âîêðóã äåðåâíè.;;x
TOOLTIP_EVTOPTAHF23850;Accept §Y[From.GetFirstName]§!'s challenge.;;;;;;;;;;;Ïðèíÿòü [From.GetHersHis] âûçîâ.;;x
TOOLTIP_EVTOPTAHF23854_FAILURE;a horrible fall.;;;;;;;;;;;âû óïàä¸òå.;;x
TOOLTIP_EVTOPTAHF23854_SUCCESS;successfully climbing the tree.;;;;;;;;;;;âû óñïåøíî çàáåð¸òåñü íà äåðåâî.;;x
TOOLTIP_EVTOPTBHF23811;Make sure to look at your best before meeting the other tribesmen.;;;;;;;;;;;Óáåäèòüñÿ, ÷òî Âû âûãëÿäèòå ëó÷øèì îáðàçîì, ïðåæäå ÷åì âñòðåòèòüñÿ ñ ñîïëåìåííèêàìè.;;x
TOOLTIP_EVTOPTBHF23821;Try to improve §Y[tribal_festival_potential_friend_1.GetTitledFirstName]§!'s §YOpinion§! of you.;;;;;;;;;;;§Y[tribal_festival_potential_friend_1.GetTitledFirstName]§! ìîæåò óëó÷øèòü ñâî¸ §Yìíåíèå§! î Âàñ.;;x
TOOLTIP_EVTOPTBHF23828;Openly insult §Y[tribal_festival_potential_enemy_1.GetTitledFirstName]§! in front of all the guests.;;;;;;;;;;;Îòêðûòî îñêîðáèòü [tribal_festival_potential_enemy_1.GetHersHis] ïåðåä ãîñòÿìè.;;x
TOOLTIP_EVTOPTBHF23831;Humiliate §Y[tribal_festival_potential_enemy_1.GetTitledFirstName]§! in front of everyone.;;;;;;;;;;;Óíèçèòü [tribal_festival_potential_enemy_1.GetHersHis] ïåðåä âñåìè.;;x
TOOLTIP_EVTOPTBHF23835;All the other §YGuests§! are insulted.;;;;;;;;;;;Âñå ïðî÷èå §Yãîñòè§! ïîñ÷èòàþò ýòî îñêîðáëåíèåì.;;x
TOOLTIP_EVTOPTCHF23811;Spend time researching old tales and stories about their ancestors.;;;;;;;;;;;Ïîòðàòèòü âðåìÿ íà èçó÷åíèå äðåâíèõ ëåãåíä.;;x
TOOLTIP_EVTOPTDHF23811;Spend time searching for the most experienced craftsmen available in your tribe to prepare your offering to the ancestors.;;;;;;;;;;;Çàíÿòüñÿ ïîèñêîì ëó÷øèõ ðåìåñëåííèêîâ Âàøåãî ïëåìåíè, ÷òîáû èçãîòîâèòü ïîäíîøåíèÿ ïðåäêàì.;;x
TT_EVTOPTZHF23900;Give a prize to recognize §Y[tribal_festival_winner.GetFirstName]§!'s feat and ingratiate [tribal_festival_winner.GetHerHis] ancestors.;;;;;;;;;;;Âðó÷èòü íàãðàäó ïîáåäèòåëþ, ïî èìåíè §Y[tribal_festival_winner.GetFirstName]§!, äàáû îòìåòèòü [tribal_festival_winner.GetHersHis] çàñëóãè è ïî÷òèòü [tribal_festival_winner.GetHersHis] ïðåäêîâ.;;x
TOOLTIP_FESTIVAL_LODGE_HERO_APPROVES;[warrior_lodge_guest.GetTitledFirstName] §GApproves§! of your decision;;;;;;;;;;;[warrior_lodge_guest.GetTitledFirstName] §Gîäîáðèò§! Âàøå ðåøåíèå;;x
TOOLTIP_FESTIVAL_LODGE_HERO_APPROVES_VICTORY;[warrior_lodge_guest.GetTitledFirstName] is §GImpressed§! by your victory;;;;;;;;;;;[warrior_lodge_guest.GetTitledFirstName] áóäåò §Gâïå÷àòëåí[warrior_lodge_guest.GetEndA]§! Âàøåé ïîáåäîé;;x
TOOLTIP_FESTIVAL_LODGE_HERO_DISAPPROVES;§Y[warrior_lodge_guest.GetTitledFirstName]§! §RDisapproves§! of your decision;;;;;;;;;;;§Y[warrior_lodge_guest.GetTitledFirstName]§! §Ríå îäîáðèò§! Âàøå ðåøåíèå;;x
