EVTTITLE20003;The Conversion of [converting_king.PrimaryTitle.GetName];;;;;;;;;;;[sponsoring_king.GetMassBaptismEventTitle];;x
EVTDESCHFA20239;When my guards come to recover me in the morning, I barely remember anything of what has happened last night. I am fairly certain to remember, amongst other things, seeing [coronation_priest.GetTitledFirstName] crown me on top of a fountain of wine, while wearing nothing but [coronation_priest.GetHerHis] miter.;;;;;;;;;;;Óòðîì ïðèøëè ñòðàæíèêè, ÷òîáû ðàçáóäèòü ìåíÿ, íî ÿ åäâà ïîìíþ, ÷òî ñëó÷èëîñü ïðîøëîé íî÷üþ. Ïîìèìî ïðî÷åãî, ÿ óâåðåí[Root.GetEndA], ÷òî âèäåë[Root.GetEndA], êàê ãîë[coronation_priest.GetAyaYy] [coronation_priest.GetTitledFirstName] êîðîíîâàë[coronation_priest.GetEndA] ìåíÿ íà âåðøèíå ôîíòàíà ñ âèíîì. Íà í[coronation_priest.GetEyYom] íå áûëî íè÷åãî, êðîìå ìèòðû.;;x
EVTDESCHFA20240;To the Excellent [Root.GetTitledName],\nI shall be honored to officiate [Root.GetHerHisCap] [Root.GetHonorific]'s coronation, provided that [Root.GetHerHisCap] [Root.GetHonorific] show [Root.GetHerHisCap] devotion by donating the [scoped_artifact.GetName] [Root.GetSheHe] holds back to the Church.\n\nEver [Root.GetHerHis] [Root.GetHonorific]'s servant\n[From.GetTitledName];;;;;;;;;;;Ïðåâîñõîäíåéø[Root.GetAyaYy] [Root.GetTitledName].\nÄëÿ ìåíÿ ÷åñòü îôèöèàëüíî êîðîíîâàòü Âàøå [Root.GetHonorific], ïðè óñëîâèè, ÷òî îíî ïîêàæåò ñâîþ ïðåäàííîñòü Ñâÿòîé Öåðêâè, ïîæåðòâîâàâ åé ðåëèêâèþ, èçâåñòíóþ êàê [scoped_artifact.GetName].\nÂñåãäà ãîòîâ[From.GetAyaYy] ñëóæèòü Âàøåìó [Root.GetHonorificDAT],\n [From.GetTitledFirstName];;x
EVTDESCHFA20241;To [Root.GetTitledName],\nI shall be glad to recognize your divine right to rule, as soon as you donate the [scoped_artifact.GetName] back to the Church. \n\nSincerely,\n[From.GetTitledName];;;;;;;;;;;Óâàæàåì[Root.GetAyaYy] [Root.GetTitledFirstName],\nß ñ ðàäîñòüþ ïðèçíàþ Âàøå áîæåñòâåííîå ïðàâî íà òðîí, êàê òîëüêî [scoped_artifact.GetName] âåðí¸òñÿ â ëîíî ìàòåðè Öåðêâè.\nÈñêðåííå,\n[From.GetTitledFirstName];;x
EVTDESCHFA20300;Now that I have a distinguished member of the [Root.Religion.GetName] clergy to officiate my coronation, I must decide how much I wish to spend on the ceremony leading up to it.;;;;;;;;;;;Òåïåðü, êîãäà ó ìåíÿ åñòü óâàæàåìûé ïðåäñòàâèòåëü [Root.GetRelAdj]ñêîãî äóõîâåíñòâà, êîòîðûé ïðîâåä¸ò ìîþ êîðîíàöèþ, ÿ äîëæ[Root.GetNaEn] ðåøèòü, ñêîëüêî ÿ ìîãó ïîçâîëèòü ñåáå ïîòðàòèòü íà öåðåìîíèþ.;;x
EVTDESCHFA20301;My dear [Root.GetTitledFirstName],\nI wish to formally invite you to my court for a period of festivities leading up to my coronation.\n\nSincerely,\n[From.GetTitledName];;;;;;;;;;;Ì[Root.GetOyaOy] äîðîã[Root.GetAyaOy] [Root.GetTitledFirstName].\nÏðèãëàøàþ Âàñ ê ñâîåìó äâîðó íà öåðåìîíèþ ìîåé êîðîíàöèè.\nÂàø ñþçåðåí,\n [From.GetTitledFirstName];;x
EVTDESCHFA20302;Distinguished [Root.GetTitledFirstName],\nI wish to formally invite you to my court for a period of festivities leading up to my coronation.\n\nSincerely,\n[From.GetTitledName];;;;;;;;;;;[Root.PrimaryTitle.GetFOA].\nß ïðèãëàøàþ Âàñ íà îôèöèàëüíóþ öåðåìîíèþ ìîåé êîðîíàöèè.\nÑ óâàæåíèåì,\n [From.GetTitledFirstName];;x
EVTDESCHFA20305;Only a few more days remain before I am crowned [Root.GetTitle] before [Root.Religion.GetHighGodName] and all my subjects. My court is filling with distinguished guests, both vassals and foreign dignitaries come to bear witness to this fundamental moment of my reign. Such a lavish ceremony is a rare spectacle to behold even amongst royalty.;;;;;;;;;;;Îñòàëîñü âñåãî íåñêîëüêî äíåé, ïðåæäå ÷åì ÿ îôèöèàëüíî ïðåäñòàíó êàê [Root.GetTitle] ïåðåä [Root.GetReligionHighGodINS] è ñâîèìè ïîääàííûìè. Ìîé äâîð ïîëîí óâàæàåìûõ ãîñòåé. Âàññàëû è èíîñòðàííûå îôèöèàëüíûå ëèöà ïðèáûëè ñþäà, ÷òîáû çàñâèäåòåëüñòâîâàòü ýòîò çíàìåíàòåëüíûé ìîìåíò. Òàêàÿ ðîñêîøíàÿ öåðåìîíèÿ - ðåäêîå çðåëèùå äàæå äëÿ ïðåäñòàâèòåëåé âûñøåé àðèñòîêðàòèè.;;x
EVTDESCHFA20306;Organizing such a monumental ceremony has given me the chance to meet the rulers of the realms neighboring [Root.PrimaryTitle.GetName]. Maintaining healthy relationships with my [christian.GetGroupName] peers is fundamental to ensure future peace and prosperity for my realm. [potential_friend.GetTitledFirstName] in particular seems like a [potential_friend.GetManWoman] I could trust...;;;;;;;;;;;Îðãàíèçàöèÿ ñòîëü âàæíîé öåðåìîíèè äà¸ò ìíå âîçìîæíîñòü âñòðåòèòü ïðàâèòåëåé ñîñåäíèõ çåìåëü. Ïîääåðæàíèå ò¸ïëûõ îòíîøåíèé ñ äðóãèìè [õðèñòèàí]àìè - çàëîã ìèðà è ïðîöâåòàíèÿ äëÿ íàøåé ñòðàíû. Ïîõîæå, [potential_friend.GetTitledFirstName] êàê ðàç ò[potential_friend.GetEtaEtot], êîìó ÿ ìîãó äîâåðÿòü...;;x
EVTDESCHFA20307;[From.GetTitledFirstName] has spared no expenses for [From.GetHerHis] coronation. As I was admiring the lavish sights offered by [From.GetHerHis] palace, I was approached by the [From.GetTitle] [From.GetHerselfHimself]. After having talked to [From.GetHerHim] for a while, I am starting to think we might have a lot in common...;;;;;;;;;;;[From.GetTitledFirstName] íå ïîæàëåë[From.GetEndA] äåíåã íà ñâîþ êîðîíàöèþ. Ïîêà ÿ âîñõèùà[Root.GetLasLsya] ðîñêîøíîñòüþ èíòåðüåðà, [From.GetTitle] ñàì[From.GetEndA] ïîäîø[From.GetLaYol] êî ìíå. Ìû ïîãîâîðèëè, è ïî-ìîåìó ó íàñ ìíîãî îáùåãî...;;x
EVTDESCHFA20308;[From.GetTitledFirstName] has cheerfully accepted my offer of friendship. I was not wrong putting my trust in [From.GetHerHim], and now, thanks to this fortuitous meeting, we have both ensured a lasting peace between our two realms.;;;;;;;;;;;[From.GetTitledFirstName] ñ ðàäîñòüþ ïðèíÿë[From.GetEndA] ìî¸ ïðåäëîæåíèå äðóæáû. ß íå îøèá[Root.GetLasSya], äîâåðèâøèñü [From.GetHerHim], è òåïåðü, áëàãîäàðÿ ñëó÷àéíîé âñòðå÷å, ìû îá[From.GetRootEndEA] îáåñïå÷èëè ïðî÷íûé ìèð ìåæäó íàøèìè ñòðàíàìè.;;x
EVTDESCHFA20309;Unfortunately, [From.GetTitledFirstName] did not seem to share my feelings and politely refused my offer of friendship. While [From.GetSheHe] was hardly rude or confrontational, it is unfortunate that we could not see eye to eye.;;;;;;;;;;;Ê ñîæàëåíèþ [From.GetTitledFirstName] íå ðàçäåëÿåò ìîèõ ÷óâñòâ. [From.GetSheHeCap] âåæëèâî îòêëîíèë[From.GetEndA] ìî¸ ïðåäëîæåíèå äðóæáû. Æàëü, ÷òî ìû òàê è íå ñìîãëè ïîãîâîðèòü ñ ãëàçó íà ãëàç.;;x
EVTDESCHFA20310;Organizing such a great ceremony has given me the chance to know better some of my vassals. Maintaining healthy relationships with all my subjects is fundamental to ensure the future stability and prosperity of my realm. [potential_friend.GetTitledFirstName] in particular seems like a [potential_friend.GetManWoman] I could really trust...;;;;;;;;;;;Îðãàíèçàöèÿ òàêîé âåëèêîëåïíîé öåðåìîíèè äàëà ìíå âîçìîæíîñòü ïîëó÷øå óçíàòü ñâîèõ âàññàëîâ. Ïîääåðæàíèå çäîðîâûõ îòíîøåíèé ñ ìîèìè ïîääàííûìè - îñíîâîïîëàãàþùèé ôàêòîð äëÿ áóäóùåé ñòàáèëüíîñòè è ïðîöâåòàíèÿ ìîåãî ãîñóäàðñòâà. Â ÷àñòíîñòè, [potential_friend.GetTitledFirstName] ïîõîæ[potential_friend.GetEndA] íà ò[potential_friend.GetUOgo] [potential_friend.GetAgedPersonACC], êîòîðîì[potential_friend.GetYMu] ÿ ìîãó ïî-íàñòîÿùåìó äîâåðèòüñÿ...;;x
EVTDESCHFA20311;Meeting new rulers and exchanging ideas about politics and royal virtues has been an interesting consequence of this ceremony. Everybody has at least one anecdote to share with me about the proper way to rule a Kingdom. I wonder which is closer to the truth...;;;;;;;;;;;Èíòåðåñíûì ïîñëåäñòâèåì ýòîé öåðåìîíèè ñòàëè âñòðå÷è ñ íîâûìè ïðàâèòåëÿìè è îáìåí èäåÿìè î ïîëèòèêå è ãîñóäàðåâûõ äîáðîäåòåëÿõ. Ó êàæäîãî åñòü êàê ìèíèìóì îäíà èñòîðèÿ î ïðàâèëüíîì ñïîñîáå óïðàâëåíèÿ ãîñóäàðñòâîì, êîòîðûìè îíè õîòÿò ïîäåëèòüñÿ ñî ìíîé. Èíòåðåñíî, ÷òî èç ýòîãî áëèæå ê èñòèíå?;;x
EVTDESCHFA20312;During the evening, [From.GetTitledFirstName] has remarked on multiple occasions of how it is important for a new ruler to create stable diplomatic relationships with [From.GetHerHis] peers and subjects in order to ensure peace and prosperity for everyone. [From.GetHerHisCap] show of dialectics has been a revelation for all the guests.;;;;;;;;;;;Íà ïðîòÿæåíèè âñåãî âå÷åðà [From.GetTitledFirstName] íåîäíîêðàòíî îòìå÷àë[From.GetEndA], íàñêîëüêî âàæíî, ÷òîáû íîâûé ïðàâèòåëü íàëàäèë ñòàáèëüíûå äèïëîìàòè÷åñêèå îòíîøåíèÿ ñî ñâîèìè âàññàëàìè, ÷òî îáåñïå÷èò ìèð è ïðîöâåòàíèå äëÿ åãî ñòðàíû. [From.GetHersHisCap] ðèòîðèêà ñòàëà îòêðîâåíèåì äëÿ ãîñòåé.;;x
EVTDESCHFA20313;[From.GetTitledFirstName] has entertained [From.GetHerHis] guests during the evening with a remarkable show of knowledge in the matters of State. While tedious to a few of the guests, some of the ideas we all discussed about how to improve and solidify a realm's economy were quite inspirational.;;;;;;;;;;;Â òå÷åíèå âñåãî âå÷åðà [From.GetTitledFirstName] ðàçâëåêàë[From.GetEndA] ñâîèõ ãîñòåé, äåìîíñòðèðóÿ çíàíèÿ â îáëàñòè óïðàâëåíèÿ ãîñóäàðñòâîì. Õîòÿ äëÿ íåêîòîðûõ ãîñòåé ýòî áûëî óòîìèòåëüíî, íåñêîëüêî èäåé î òîì, êàê óëó÷øèòü è óêðåïèòü ýêîíîìèêó ãîñóäàðñòâà, áûëè âåñüìà âäîõíîâëÿþùèìè.;;x
EVTDESCHFA20314;[coronation_priest.GetTitledFirstName]'s presence for my upcoming coronation has lured an entire flock of scholars and theologians in my court. While most of them keep their distance from the nobility, I have had the chance to overhear a few of them discussing about the most intriguing, metaphysical subjects during the evening.;;;;;;;;;;;[coronation_priest.GetTitledFirstName] ïðèñóòñòâîâàë[coronation_priest.GetEndA] íà ìîåé êîðîíàöèè, è ýòî ïðèâëåêëî ìíîæåñòâî êíèæíèêîâ è òåîëîãîâ. Õîòÿ îáû÷íî îíè ïðåäïî÷èòàþò äåðæàòüñÿ ïîäàëüøå îò ïðåäñòàâèòåëåé çíàòè, â òå÷åíèå âå÷åðà ó ìåíÿ áûëà âîçìîæíîñòü óñëûøàòü, êàê íåêîòîðûå èç íèõ îáñóæäàëè î÷åíü èíòðèãóþùèå ìåòàôèçè÷åñêèå òåìû.;;x
EVTDESCHFA20315;The night at [From.GetTitledFirstName]'s court took a strange turn when our host decided to call some of the clergymen and scholars at the nobles' table, engaging with them in a long discussion about theology. I did not expect this feast to turn into a lesson about [christian.GetGroupName]ity, but...;;;;;;;;;;;Äëÿ ìíîãèõ ñòàëî íåîæèäàííîñòüþ, ÷òî [From.GetTitledFirstName] ðåøèë[From.GetEndA] ïîçâàòü ïðåäñòàâèòåëåé äóõîâåíñòâà è âèäíûõ ó÷¸íûõ çà îáùèé ñòîë âî âðåìÿ óæèíà, ïîñâÿù¸ííîãî êîðîíàöèè, è âñêîðå ðàçãîðåëñÿ æàðêèé ñïîð î áîãîñëîâèè. Âîò óæ íå äóìàë[Root.GetEndA], ÷òî ýòîò âå÷åð ïðåâðàòèòñÿ â î÷åðåäíîé óðîê î [_õðèñòèàíñòâå]...;;x
EVTDESCHFA20316;With so many distinguished guests having traveled all the way to my court, the least I could do is entertain them while we all wait for the day of my coronation. This could also provide me with an opportunity to impress some of my more influential guests.;;;;;;;;;;;Ê ìîåìó äâîðó ïðèáûëî òàê ìíîãî óâàæàåìûõ ãîñòåé, è ñàìîå ìàëîå, ÷òî ÿ ìîãó ñäåëàòü - ýòî ðàçâëå÷ü èõ â îæèäàíèè äíÿ ìîåé êîðîíàöèè. Ýòî äàñò ìíå âîçìîæíîñòü ïðîèçâåñòè âïå÷àòëåíèå íà íåêîòîðûõ íàèáîëåå âëèÿòåëüíûõ èç íèõ.;;x
EVTDESCHFA20317;Whatever doubts I might have had about my performance were completely unfounded: my speech about the duties of a good [Root.GetTitle] to [Root.GetHerHis] subjects was poignant and extremely well received.;;;;;;;;;;;Õîòÿ ñîìíåíèÿ ïî ïîâîäó âûñòóïëåíèÿ è îäîëåâàëè ìåíÿ, îíè îêàçàëèñü ñîâåðøåííî íåîáîñíîâàííûìè. Ìîþ ðå÷ü î òîì, íà êàêèå øàãè õîðîøèé ïðàâèòåëü äîëæåí èäòè äëÿ ñâîèõ ïîääàííûõ, âîñïðèíÿëè î÷åíü õîðîøî.;;x
EVTDESCHFA20318;Despite my best efforts, my speech about the duties of a good [Root.GetTitle] to [Root.GetHerHis] subjects was received a bit too coldly compared to my expectations. Perhaps I should have used less platitudes and talked about something more substantive...;;;;;;;;;;;Íåñìîòðÿ íà âñå ìîè óñèëèÿ, ðå÷ü î òîì, ÷òî äîëæåí äåëàòü õîðîøèé ïðàâèòåëü äëÿ ñâîèõ ïîääàííûõ, áûëà ïëîõî âîñïðèíÿòà ïóáëèêîé. Âîçìîæíî, ìíå ñëåäîâàëî áîëüøå ãîâîðèòü ïî ñóùåñòâó...;;x
EVTDESCHFA20319;[From.GetTitledFirstName] decided to call for the attention of all [From.GetHerHis] guests before tonight's dinner and spent a great deal of time decanting the virtues of a good [From.GetTitle]. [From.GetHerHisCap] speech was passionate and on point, enough to convince many of the people present that [From.GetSheHe] will be an extraordinary ruler.;;;;;;;;;;;Ñåãîäíÿ çà óæèíîì [From.GetTitledFirstName] ðåøèë[From.GetEndA] ïðèâëå÷ü âíèìàíèå âñåõ ñâîèõ ãîñòåé è ïîòðàòèë[From.GetEndA] ìíîãî âðåìåíè íà òî, ÷òîáû ðàññêàçàòü î äîñòîèíñòâàõ, êîòîðûìè äîëæåí îáëàäàòü õîðîøèé ïðàâèòåëü. [From.GetHersHisCap] ðå÷ü áûëà äîñòàòî÷íî ñòðàñòíîé è ñîäåðæàòåëüíîé, ÷òîáû óáåäèòü ìíîãèõ ïðèñóòñòâóþùèõ â [From.GetHersHis] êîìïåòåíòíîñòè.;;x
EVTDESCHFA20320;[From.GetTitledFirstName] decided to call for the attention of all [From.GetHerHis] guests before tonight's dinner and spent a great deal of time decanting the virtues of a good [From.GetTitle]. Sadly, [From.GetHerHis] speech was stale and filled with platitudes, and not many believed in the conviction that [From.GetSheHe] proclaimed to have.;;;;;;;;;;;Ñåãîäíÿ çà óæèíîì [From.GetTitledFirstName] ðåøèë[From.GetEndA] ïðèâëå÷ü âíèìàíèå âñåõ ñâîèõ ãîñòåé è ïîòðàòèë[From.GetEndA] ìíîãî âðåìåíè íà òî, ÷òîáû ðàññêàçàòü î òîì, êàêèìè äîñòîèíñòâàìè äîëæ[From.GetNaEn] îáëàäàòü õîðîøèé ïðàâèòåëü. Ê ñîæàëåíèþ, [From.GetHersHis] ðå÷ü áûëà ïîëíà áàíàëüíîñòåé, è íåìíîãèå ðàçäåëèëè [From.GetHersHis] óáåæäåíèÿ.;;x
EVTDESCHFA20321;I can almost feel the weight of the crown over my head already, but it is far from burdensome: I feel reinvigorated by the prospect of finally becoming [Root.GetTitle]. Thinking about my new responsibilities as an anointed ruler fills me with trepidation.;;;;;;;;;;;Íàêîíåö-òî ïî÷óâñòâîâàâ âåñ êîðîíû íà ñâîåé ãîëîâå, ìîãó ñêàçàòü, ÷òî îí íå òàê óæ îáðåìåíèòåëåí, íî ïåðñïåêòèâû ìíîãîîáåùàþùè... ß çàäóìà[Root.GetLasLsya] îá îáÿçàííîñòÿõ ìîíàðõà, è ë¸ãêàÿ äðîæü ïðîáåæàëà ïî ìîåé ñïèíå.;;x
EVTDESCHFA20322;With all this pomp and circumstance, all these lavish preparations, and with my coronation so close, I am finally starting to understand the weight and importance of my role as [Root.GetTitle]. People expect great things of me.;;;;;;;;;;;Ñî âñåé ýòîé ïûøíîñòüþ è ðîñêîøíûìè ïðèãîòîâëåíèÿìè ê ìîåé ñêîðîé êîðîíàöèè, ÿ, íàêîíåö, ïîíÿë[Root.GetEndA], êàêîé âàæíîé ôèãóðîé ïîñëå ýòîãî ñòàíó. Ëþäè îæèäàþò îò ìåíÿ áîëüøèõ óñïåõîâ.;;x
EVTDESCHFA20323;Everybody is so kind and respectful to me, even a lot of important people that I only met a few days ago. This Coronation Ceremony is a lot more important than I had thought. It is really great to be a [Root.GetTitle]!;;;;;;;;;;;Âñå òàê äîáðû è óâàæèòåëüíî êî ìíå îòíîñÿòñÿ. Ìíîãèå èç íèõ - âàæíûå ëþäè, ñ êîòîðûìè ÿ ïîçíàêîìè[Root.GetLasLsya] âñåãî íåñêîëüêî äíåé íàçàä. Ýòà êîðîíàöèÿ íàìíîãî âàæíåå, ÷åì ÿ äóìàë[Root.GetEndA]. Êàê æå çäîðîâî, êîãäà òû [Root.GetTitle]!;;x
