# Vanilla
alcohol_gift_decision;Send Alcohol Gift;;;;;;;;;;;Ïîäàðèòü [GetAlcoholContainerType] [From.GetAlcoholGEN];;x
faction_independence_ultimatum;Demand Independence;;;;;;;;;;;Òðåáîâàíèå íåçàâèñèìîñòè.;;x
faction_independence_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding independence for you and the other members of the Independence Faction. If [Root.Liege.GetSubjectPronoun] refuses to comply, the Faction will rise in revolt.;;;;;;;;;;;Ïîñëàòü óëüòèìàòóì ñþçåðåíó (§Y[Root.Liege.GetBestName]§!), ñ òðåáîâàíèåì ïðåäîñòàâèòü íåçàâèñèìîñòü Âàì è Âàøèì ïîñëåäîâàòåëÿì. Åñëè [Root.Liege.GetSubjectPronoun] îòêàæåò, òî Âàøà ôðàêöèÿ âîññòàíåò.;;x
faction_lower_crown_authority_ultimatum;Demand Lower Crown Authority;;;;;;;;;;;Òðåáîâàíèå ïîíèæåíèÿ àâòîðèòåòà Êîðîíû;;x
faction_lower_crown_authority_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding lower Crown Authority. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;;;;;;;;;;;Ïîñëàòü óëüòèìàòóì ñþçåðåíó (§Y[Root.Liege.GetBestName]§!), ñ òðåáîâàíèåì ïîíèçèòü àâòîðèòåò Êîðîíû. Åñëè [Root.Liege.GetSubjectPronoun] îòêàæåò, òî Âàøà ôðàêöèÿ âîññòàíåò.;;x
faction_lower_tribal_organization_ultimatum;Demand Lower Tribal Organization;;;;;;;;;;;Òðåáîâàíèå ïîíèæåíèÿ âëàñòè âîæäÿ;;x
faction_lower_tribal_organization_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding lower Tribal Organization. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;;;;;;;;;;;Ïîñëàòü óëüòèìàòóì ñþçåðåíó (§Y[Root.Liege.GetBestName]§!), ñ òðåáîâàíèåì ñíèçèòü [Root.Liege.GetHersHis] ïîëíîìî÷èÿ (ïëåìåííóþ îðãàíèçîâàííîñòü). Åñëè [Root.Liege.GetSubjectPronoun] îòêàæåò, òî Âàøà ôðàêöèÿ âîññòàíåò.;;x
faction_overthrow_ultimatum;Overthrow Khan;;;;;;;;;;;Ñâåðãíóòü õàíà;;x
faction_overthrow_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding [Root.Liege.GetHerHim] to step down from the throne and install you as the new khan. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;;;;;;;;;;;§Y[Root.Liege.GetBestName]§! ïîëó÷èò óëüòèìàòóì ñ òðåáîâàíèÿìè îòêàçàòüñÿ îò òðîíà è ñäåëàòü Âàñ íîâûì õàíîì. Åñëè [Root.Liege.GetSubjectPronoun] îòêàæåòñÿ, Âàøà ôðàêöèÿ ïîäíèìåò ìÿòåæ.;;x
faction_powerful_vassal_takeover_ultimatum;Demand Abdication;;;;;;;;;;;Ïîòðåáîâàòü îòðå÷åíèÿ;;x
faction_powerful_vassal_takeover_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding that [Root.Liege.GetSheHe] abdicates in favor of the most liked vassal in the realm. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;;;;;;;;;;;§Y[Root.Liege.GetBestName]§! ïîëó÷èò óëüòèìàòóì, òðåáóþùèé îòðå÷åíèÿ îò ïðåñòîëà â ïîëüçó íàèáîëåå ïîïóëÿðíîãî êàíäèäàòà ñðåäè ñâîèõ âàññàëîâ. Åñëè [Root.Liege.GetSubjectPronoun] îòêàæåòñÿ, Âàøà ôðàêöèÿ ïîäíèìåò âîññòàíèå.;;x
faction_succ_feudal_elective_ultimatum;Demand Elective Monarchy;;;;;;;;;;;Òðåáîâàíèå ïî óñòàíîâëåíèþ âûáîðíîé ìîíàðõèè.;;x
faction_succ_feudal_elective_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding the institution of Elective Monarchy. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;;;;;;;;;;;Ïîñëàòü óëüòèìàòóì ñþçåðåíó  (§Y[Root.Liege.GetBestName]§!), ñ òðåáîâàíèåì óñòàíîâëåíèÿ âûáîðíîé ìîíàðõèè. Åñëè [Root.Liege.GetSubjectPronoun] îòêàæåò,òî Âàøà ôðàêöèÿ âîññòàíåò.;;x
faction_succ_gavelkind_ultimatum;Demand Succession by Gavelkind;;;;;;;;;;;Òðåáîâàíèå íà óñòàíîâëåíèå ðàâíîãî ðàçäåëà.;;x
faction_succ_gavelkind_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding succession by Gavelkind. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;;;;;;;;;;;Ïîñëàòü óëüòèìàòóì ñþçåðåíó (§Y[Root.Liege.GetBestName]§!), ñ òðåáîâàíèåì óñòàíîâëåíèÿ ðàâíîãî ðàçäåëà. Åñëè [Root.Liege.GetSubjectPronoun] îòêàæåò, òî Âàøà ôðàêöèÿ âîññòàíåò.;;x
faction_succ_primogeniture_ultimatum;Demand Succession by Primogeniture;;;;;;;;;;;Òðåáîâàíèå óñòàíîâèòü ïåðâîðîäñòâî.;;x
faction_succ_primogeniture_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding succession by Primogeniture. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;;;;;;;;;;;Ïîñëàòü óëüòèìàòóì ñþçåðåíó  (§Y[Root.Liege.GetBestName]§!), ñ òðåáîâàíèåì óñòàíîâèòü ïåðâîðîäñòâî. Åñëè [Root.Liege.GetSubjectPronoun] îòêàæåò, òî Âàøà ôðàêöèÿ âîññòàíåò.;;x
faction_succ_seniority_ultimatum;Demand Succession by Seniority;;;;;;;;;;;Òðåáîâàíèå óñòàíîâèòü ñòàðøèíñòâî.;;x
faction_succ_seniority_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding succession by Seniority. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;;;;;;;;;;;Ïîñëàòü óëüòèìàòóì ñþçåðåíó (§Y[Root.Liege.GetBestName]§!), ñ òðåáîâàíèåì óñòàíîâèòü íàñëåäîâàíèå ïî ñòàðøèíñòâó. Åñëè [Root.Liege.GetSubjectPronoun] îòêàæåò, òî Âàøà ôðàêöèÿ âîññòàíåò.;;x
faction_succ_ultimogeniture_ultimatum;Demand Succession by Ultimogeniture;;;;;;;;;;;Òðåáîâàòü óñòàíîâèòü ìèíîðàò;;x
faction_succ_ultimogeniture_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding succession by Ultimogeniture. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;;;;;;;;;;;Ïîñëàòü óëüòèìàòóì ñþçåðåíó  (§Y[Root.Liege.GetBestName]§!), ñ òðåáîâàíèåì óñòàíîâèòü ìèíîðàò. Åñëè [Root.Liege.GetSubjectPronoun] îòêàæåò, òî Âàøà ôðàêöèÿ âîññòàíåò.;;x
feast_0;Hold a Feast;;;;;;;;;;;Ïðîâåñòè ïðàçäíèê;;x
feast_0_desc;Hold the biggest feast ever seen in the Kingdom!;;;;;;;;;;;Ïðîâåñòè ñàìûé áîëüøîé ïðàçäíèê â èñòîðèè ãîñóäàðñòâà!;;x
form_the_hre;Form the Holy Roman Empire;;;;;;;;;;;Ñâÿùåííàÿ Ðèìñêàÿ èìïåðèÿ;;x
form_the_hre_desc;With a realm to rival that of Charlemagne, I could be recognized as his true successor and, invoking Translatio Imperii, have [Root.RelHead.GetBestName] crown me Emperor of a new Roman Empire in the west!;;;;;;;;;;;Èìåÿ äåðæàâó, êîòîðàÿ ìîæåò ñîïåðíè÷àòü ñ èìïåðèåé Êàðëà Âåëèêîãî, ÿ ìîãó ñòàòü èñòèííûì íàñëåäíèêîì è, ññûëàÿñü íà Translatio Imperii, ïîëó÷èòü êîðîíó íîâîé Ðèìñêîé èìïåðèè íà çàïàäå!;;x
go_into_hiding;Go into Hiding;;;;;;;;;;;Óéòè â ïîäïîëüå;;x
go_into_hiding_desc;I can go into hiding in order to greatly improve my personal security against murder plots. My prestige and diplomatic ability are likely to suffer, however, and who knows how a life in hiding may affect my personality...;;;;;;;;;;;ß ìîãó óéòè â ïîäïîëüå, ÷òîáû çíà÷èòåëüíî ïîâûñèòü ëè÷íóþ áåçîïàñíîñòü è çàùèòèòü ñåáÿ îò çàãîâîðîâ. Ìîé ïðåñòèæ è äèïëîìàòè÷åñêèå íàâûêè, ñêîðåå âñåãî, ïîñòðàäàþò, íî êòî çíàåò, êàê ýòî ïîâëèÿåò íà ìîþ ëè÷íîñòü...;;x
help_liege_manage_titles;Offer to help with liege titles;;;;;;;;;;;Ïðåäëîæèòü ñþçåðåíó ïîìîùü ñ òèòóëàìè;;x
help_liege_manage_titles_desc;Give your assistance to your liege to manage his recently acquired titles and hand them out to new holders in his realm.;;;;;;;;;;;Ïîìî÷ü ñþçåðåíó ðàçîáðàòüñÿ ñ íîâûìè òèòóëàìè, ðàçäàâ èõ äðóãèì ëþäÿì ñòðàíû.;;x
hold_a_epic_tournament;Hold a Grand Tournament;;;;;;;;;;;Ïðîâåñòè âåëèêèé òóðíèð;;x
hold_a_epic_tournament_desc;Let us hold a tournament the like of which is only rumored. We will never hold another one in our reign.;;;;;;;;;;;Äàâàéòå ïðîâåä¸ì òóðíèð ïîäîáíûé òåì, î êîòîðûõ èçâåñòíî ëèøü ïî ñëóõàì. Ìû íèêîãäà íå ñìîæåì ïðîâåñòè âòîðîé òàêîé âî âðåìÿ íàøåãî ïðàâëåíèÿ.;;x
hold_grand_hunt;Go on a Grand Hunt;;;;;;;;;;;Ïîéòè íà Áîëüøóþ îõîòó;;x
hold_grand_hunt_desc;Go on a Grand Hunt with the best hunters in our domains!;;;;;;;;;;;Îòïðàâèòüñÿ íà Áîëüøóþ Îõîòó ñ ëó÷øèìè îõîòíèêàìè â Âàøåì ãîñóäàðñòâå!;;x
issue_declaration_of_repentance;Issue Declaration of Repentance;;;;;;;;;;;Ïîêàéòåñü!;;x
issue_declaration_of_repentance_desc;Send a letter to the head of the [Root.Religion.GetName] Church in the hope of getting your sins forgiven and having your Excommunication lifted.;;;;;;;;;;;Îòïðàâèòü ïèñüìî ãëàâå [Root.GetRelAdj]ñêîé öåðêâè ñ ïîêàÿíèåì è ìîëüáîé ñíÿòü îòëó÷åíèå.;;x
kievan_rus_local_traditions;Embrace Local Traditions;;;;;;;;;;;Ïåðåíÿòü ìåñòíûå îáû÷àè;;x
kievan_rus_local_traditions_desc;Though I am respected as the ruler of Kiev, I often have a certain distance to some of my courtiers and vassals. Maybe it is time for me to adopt their culture and faith?;;;;;;;;;;;Ìåíÿ óâàæàþò êàê ïðàâèòåëÿ Êèåâà, íî âñ¸ æå åñòü ìíîãîå, ÷òî îòäåëÿåò ìåíÿ îò ñâîåãî íàðîäà. Âîçìîæíî, ìíå ïîðà ïåðåíÿòü èõ âåðó è êóëüòóðó.;;x
legitimize_bastard;Legitimize;;;;;;;;;;;Ëåãèòèìàöèÿ;;x
legitimize_bastard_desc;Declare that §Y[This.GetBestName]§! is a legitimate child and not a bastard after all...;;;;;;;;;;;Îáúÿâèòü, ÷òî §Y[This.GetBestName]§! - ìîé çàêîííûé ðåá¸íîê.;;x
legitimize_bastard_named;Legitimize [Root.GetTitledFirstName];;;;;;;;;;;Óçàêîíèòü [Root.GetHersHis];;x
make_primary;Make County Capital;;;;;;;;;;;Ñäåëàòü ñòîëèöåé îêðóãà;;x
make_primary_desc;I can make this holding the county capital of this county.;;;;;;;;;;;ß ìîãó ñäåëàòü ýòî ïîñåëåíèå ñòîëèöåé îêðóãà.;;x
make_shieldmaiden;Appoint Shieldmaiden;;;;;;;;;;;Íàçíà÷èòü ùèòîíîñèöåé;;x
make_shieldmaiden_desc;A §YShieldmaiden§! is recognized as a woman of remarkable bravery and strength of character. She may also be made a §YCommander§!.;;;;;;;;;;;§YÙèòîíîñèöà§! (skjaldmaer) - ýòî æåíùèíà, èçâåñòíàÿ ñâîåé ñèëîé è õðàáðîñòüþ. Îíà ìîæåò áûòü íàçíà÷åíà §YÏîëêîâîäöåì§!.;;x
plot_gain_fellow_vassal_title_decision_75;[Root.GetPlot];;;;;;;;;;;[Root.GetPlot];;x
plot_gain_fellow_vassal_title_decision_75_desc;Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].;;;;;;;;;;;"Ïðèâåäèòå çàãîâîð â èñïîëíåíèå, ïûòàÿñü ñôàáðèêîâàòü ïðåòåíçèè íà îáëàñòü ""[Root.PlotTargetTitle.GetFullBaseName]"".";;x
plot_gain_fellow_vassal_title_decision_100;[Root.GetPlot];;;;;;;;;;;[Root.GetPlot];;x
plot_gain_fellow_vassal_title_decision_100_desc;Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].;;;;;;;;;;;"Ïðèâåäèòå çàãîâîð â èñïîëíåíèå, ïûòàÿñü ñôàáðèêîâàòü ïðåòåíçèè íà îáëàñòü ""[Root.PlotTargetTitle.GetFullBaseName]"".";;x
plot_gain_indie_title_decision_75;[Root.GetPlot];;;;;;;;;;;[Root.GetPlot];;x
plot_gain_indie_title_decision_75_desc;Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].;;;;;;;;;;;"Ïðèâåäèòå çàãîâîð â èñïîëíåíèå, ïûòàÿñü ñôàáðèêîâàòü ïðåòåíçèè íà îáëàñòü ""[Root.PlotTargetTitle.GetFullBaseName]"".";;x
plot_gain_indie_title_decision_100;[Root.GetPlot];;;;;;;;;;;[Root.GetPlot];;x
plot_gain_indie_title_decision_100_desc;Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].;;;;;;;;;;;"Ïðèâåäèòå çàãîâîð â èñïîëíåíèå, ïûòàÿñü ñôàáðèêîâàòü ïðåòåíçèè íà îáëàñòü ""[Root.PlotTargetTitle.GetFullBaseName]"".";;x
plot_gain_liege_title_decision_75;[Root.GetPlot];;;;;;;;;;;[Root.GetPlot];;x
plot_gain_liege_title_decision_75_desc;Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].;;;;;;;;;;;"Ïðèâåäèòå çàãîâîð â èñïîëíåíèå, ïûòàÿñü ñôàáðèêîâàòü ïðåòåíçèè íà îáëàñòü ""[Root.PlotTargetTitle.GetFullBaseName]"".";;x
plot_gain_liege_title_decision_100;[Root.GetPlot];;;;;;;;;;;[Root.GetPlot];;x
plot_gain_liege_title_decision_100_desc;Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].;;;;;;;;;;;"Ïðèâåäèòå çàãîâîð â èñïîëíåíèå, ïûòàÿñü ñôàáðèêîâàòü ïðåòåíçèè íà îáëàñòü ""[Root.PlotTargetTitle.GetFullBaseName]"".";;x
plot_gain_title_decision;[Root.GetPlot];;;;;;;;;;;[Root.GetPlot];;x
plot_gain_title_decision_desc;Put the plot into motion by sending an ultimatum to [Root.PlotTarget.GetTitledName].;;;;;;;;;;;Ïðèâåñòè çàãîâîð â äåéñòâèå, óëüòèìàòóì ïîëó÷èò [Root.PlotTarget.GetTitledName].;;x
plot_gain_vassal_title_decision;[Root.GetPlot];;;;;;;;;;;[Root.GetPlot];;x
plot_gain_vassal_title_decision_desc;Put the plot into motion by sending an ultimatum to [Root.PlotTarget.GetTitledName].;;;;;;;;;;;Ðåàëèçîâàòü çàãîâîð. [Root.PlotTarget.GetTitledName] ïîëó÷èò óëüòèìàòóì.;;x
plot_weaken_fellow_vassal_decision;[Root.GetPlot];;;;;;;;;;;[Root.GetPlot];;x
plot_weaken_fellow_vassal_decision_desc;Put the plot into motion by sending an ultimatum to [Root.PlotTarget.GetTitledName].;;;;;;;;;;;Ìû ìîæåì ïîñëàòü óëüòèìàòóì. [Root.PlotTarget.GetTitledName] åãî ïîëó÷èò, è ýòî çàâåðøèò çàãîâîð.;;x
plot_weaken_fellow_vassal_decision_liege;Seek the backing of [Root.TopLiege.GetTitledFirstName].;;;;;;;;;;;Èñêàòü ïîääåðæêè ([Root.TopLiege.GetTitledFirstName] ìîæåò ìíå ïîìî÷ü).;;x
plot_weaken_fellow_vassal_decision_liege_desc;Seek the backing of [Root.TopLiege.GetTitledFirstName] in dividing the holdings of [Root.PlotTarget.GetTitledName] by sending [Root.TopLiege.GetHerHim] a letter. If the [Root.TopLiege.GetTitle] does not support the plot, it will likely be leaked at court...;;;;;;;;;;;Ìû ïîøë¸ì ïèñüìî ñ ïðåäëîæåíèåì î ðàçäåëå çåìåëü, êîòîðûìè ïðàâèò [Root.PlotTarget.GetTitledName]. [Root.TopLiege.GetTitledFirstName] ìîæåò ïîìî÷ü íàì â ýòîì. Íî åñëè [Root.TopLiege.GetTitle] íå ïîääåðæèò íàñ, î çàãîâîðå óçíàåò âåñü äâîð.;;x
present_debutante;Present Débutante;;;;;;;;;;;Ââåñòè â ñâåò äåáþòàíòêó;;x
present_debutante_desc;A young noblewoman who has caught your eye makes her début at a formal ball.;;;;;;;;;;;Â òå âðåìåíà äåáþòàíòêîé íàçûâàëè íåçàìóæíþþ äåâóøêó, âïåðâûå âûåçæàþùóþ â ñâåò. Ñïåöèàëüíî äëÿ ýòîãî óñòðàèâàëèñü áàëû, íà êîòîðûõ þíûå äåáþòàíòêè ìîãëè ïîçíàêîìèòüñÿ ñ áóäóùèìè æåíèõàìè.;;x
prisoner_to_dungeon;Move to Dungeon Cell;;;;;;;;;;;Áðîñèòü â òåìíèöó;;x
prisoner_to_dungeon_desc;Have §Y[Root.GetTitledFirstName]§! moved to a secure cell in the dungeon, where [Root.GetSubjectPronoun] can't escape easily, yet with a fair life expectancy.;;;;;;;;;;;§Y[Root.GetTitledFirstName]§! îòïðàâèòñÿ â òåìíèöó, îòêóäà áóäåò òðóäíî ñáåæàòü, íî ýòî íå ñèëüíî ñîêðàòèò [Root.GetHersHis] æèçíü.;;x
prisoner_to_oubliette;Throw in Oubliette;;;;;;;;;;;Áðîñèòü â ïîäçåìåëüå;;x
