EVTOPTFUS_FROM_TRUTH_BOMB_TT;§Y[From.GetFirstName]§! might be pleased with you.;;;;;;;;;;;Âîçìîæíî, §Y[This.GetFirstName]§! áóäåò äîâîë[This.GetSoftNaEn] Âàìè.;;x
EVTOPTC_ZE_12034;We should do this every day!;;;;;;;;;;;Ìû äîëæíû äåëàòü ýòî êàæäûé äåíü!;;x
EVTOPTC_ZE_12040;Go inside.;;;;;;;;;;;Ïîøëè âíóòðü.;;x
EVTOPTC_ZE_12042;I don't want to go in there.;;;;;;;;;;;ß íè çà ÷òî òóäà íå ïîéäó!;;x
EVTOPTC_ZE_12044;Come, or I'll say it was your idea.;;;;;;;;;;;Ïîøëè, èíà÷å ÿ ñêàæó, ÷òî ýòî áûëà òâîÿ èäåÿ.;;x
EVTOPTC_ZE_12046;I'm so angry!;;;;;;;;;;;Òâîþ æ ìàòü!;;x
EVTOPTC_ZE_12050;How come you can do it?;;;;;;;;;;;Êàê âîîáùå ó òåáÿ ýòî ïîëó÷àåòñÿ?!;;x
EVTOPTC_ZE_12052;I feel sick.;;;;;;;;;;;Êàê æå ìíå ïëîõî...;;x
EVTOPTC_ZE_12054;[From.GetFirstName] is not a grown up.;;;;;;;;;;;[From.GetSheHeCap] ñëèøêîì ñëàá[From.GetEndA], ÷òîáû âçÿòü ñåáÿ â ðóêè.;;x
EVTOPTC_ZE_12056;I'm in a sad state.;;;;;;;;;;;Ïå÷àëüíî...;;x
EVTOPTC_ZE_12060;Pay [indolent_events_char_2.GetHerHim] to get your groceries.;;;;;;;;;;;Çàïëàòèòü [indolent_events_char_2.GetHerHim] çà ñâîè ïîêóïêè.;;x
EVTOPTC_ZE_12060_TOOLTIP;May not take the offer.\n;;;;;;;;;;;Ìîæåò íå ïðèíÿòü ïðåäëîæåíèå.\n;;x
EVTOPTC_ZE_12062;Job well done.;;;;;;;;;;;Îòëè÷íàÿ ðàáîòà!;;x
EVTOPTC_ZE_12064;Oh tea and fresh bread!;;;;;;;;;;;Êàê ýòî çäîðîâî!;;x
EVTOPTC_ZE_12066;Suddenly better, that's great.;;;;;;;;;;;Çàìå÷àòåëüíî.;;x
EVTOPTC_ZE_12070;Hide with the man.;;;;;;;;;;;Ñïðÿòàòüñÿ ñ íåçíàêîìöåì.;;x
EVTOPTC_ZE_12072;Bless the child.;;;;;;;;;;;Ïîõâàëèòü ðåá¸íêà.;;x
EVTOPTC_ZE_12074;Everyone here is so boring.;;;;;;;;;;;Ñêó÷íî!;;x
EVTOPTC_ZE_12076;Thank [Root.Religion.GetRandomGodName] I found [From.GetHerHim].;;;;;;;;;;;Õîðîøî, ÷òî ÿ óñïåë[Root.GetEndA].;;x
EVTOPTC_ZE_12080;I have to tell on [conscientious_events_char_2.GetHerHim].;;;;;;;;;;;Ðàññêàçàòü î í[conscientious_events_char_2.GetEyYom].;;x
EVTOPTC_ZE_12082;Unfair! I'll run away.;;;;;;;;;;;Íå÷åñòíî! ß íå áóäó ýòî äåëàòü!;;x
EVTOPTC_ZE_12084;I will do it myself.;;;;;;;;;;;ß äîìîþ ýòè òàðåëêè [Root.GetHerselfHimself].;;x
EVTOPTC_ZE_12090;It's too hot.;;;;;;;;;;;Íåò, ñëèøêîì ãîðÿ÷î.;;x
EVTOPTC_ZE_12092;One more step towards growing up.;;;;;;;;;;;Î÷åðåäíîé øàã íà ïóòè ê âçðîñëîé æèçíè.;;x
EVTOPTC_ZE_12094;It stinks!;;;;;;;;;;;Îíà âîíÿåò!;;x
EVTOPTC_ZE_12096;It stinks!;;;;;;;;;;;Ñåäüìîå ïåêëî!;;x
EVTOPTC_ZE_12100;Place it on the table and ask about it later.;;;;;;;;;;;Ïîëîæó åãî íà ñòîë è ñïðîøó ïîçæå.;;x
EVTOPTC_ZE_12102;I should give [From.GetHerHim] some treats.;;;;;;;;;;;Êàê[From.GetAyaOy] õîðîø[From.GetAyaIy] [From.GetLadLass].;;x
EVTOPTC_ZE_12104;[From.GetSheHeCap] is so much fun!;;;;;;;;;;;[From.GetSheHeCap] òàê[From.GetAyaOy] êëàññí[From.GetAyaYy]!;;x
EVTOPTC_ZE_12106;Maybe I should have dealt with it differently.;;;;;;;;;;;Âèäèìî, ìíå íóæíî ñìåíèòü òàêòèêó.;;x
EVTOPTC_ZE_12110;Everything is better when [idolizer_events_char_2.GetSheHe] is around.;;;;;;;;;;;Âñ¸ âîêðóã ðàñöâåòàåò, êîãäà [idolizer_events_char_2.GetSheHe] ðÿäîì.;;x
EVTOPTC_ZE_12112;[From.GetSheHeCap] is a joy to have around.;;;;;;;;;;;Êàêîé ìèëûé ðåá¸íîê.;;x
EVTOPTC_ZE_12114;What a hero.;;;;;;;;;;;[From.GetSheHeCap] íåðåàëüíî êðóò[From.GetEndA].;;x
EVTOPTC_ZE_12116;What a sweetie.;;;;;;;;;;;Êàê ýòî ìèëî.;;x
EVTOPTC_ZE_12210;I name you Smelly.;;;;;;;;;;;ß íàçîâó òåáÿ Âîíþ÷êà.;;x
EVTOPTC_ZE_12219;I'll never forget you, Smelly!;;;;;;;;;;;Ïðîùàé, Âîíþ÷êà, ÿ íå çàáóäó òåáÿ.;;x
EVTOPTD_ZE_12000;I think I'll join in!;;;;;;;;;;;Ïðèñîåäèíèòüñÿ.;;x
EVTOPTD_ZE_12002;I'll show the [GetRootFromInsult]!;;;;;;;;;;;Îòâàëè ìåëþçãà!;;x
EVTOPTD_ZE_12004;Now, where are my toys...?;;;;;;;;;;;À ãäå ìîè èãðóøêè?;;x
EVTOPTD_ZE_12010;I'll stick my tongue out at [affectionate_events_char_1.GetHerHim] and run away!;;;;;;;;;;;ß ñòåñíÿþñü.;;x
EVTOPTD_ZE_12012;How nice!;;;;;;;;;;;Êàê ìèëî!;;x
EVTOPTD_ZE_12014;I'll come see you again tomorrow!;;;;;;;;;;;Óâèäèìñÿ çàâòðà!;;x
EVTOPTD_ZE_12020;Yes, we should play!;;;;;;;;;;;Äà!;;x
EVTOPTD_ZE_12022;I'll go and talk to [From.GetHerHim]!;;;;;;;;;;;ß ïîãîâîðþ ñ í[From.GetEyIm].;;x
EVTOPTD_ZE_12024;Yes, let's play!;;;;;;;;;;;Êîíå÷íî, äàâàé ïîèãðàåì!;;x
EVTOPTD_ZE_12030;Or maybe we should just play dice instead.;;;;;;;;;;;À ìîæåò ëó÷øå ïîèãðàòü â êîñòè?;;x
EVTOPTD_ZE_12032;Yes!;;;;;;;;;;;Äà!;;x
EVTOPTD_ZE_12034;That was fun, now let's play dice.;;;;;;;;;;;Áûëî çäîðîâî, à òåïåðü äàâàé â êîñòè.;;x
EVTOPTD_ZE_12040;Turn back.;;;;;;;;;;;Ìû âîçâðàùàåìñÿ.;;x
EVTOPTD_ZE_12042;I can do this.;;;;;;;;;;;Íó, ëàäíî. Äóìàþ, ÿ ñïðàâëþñü ñ ýòèì.;;x
EVTOPTD_ZE_12044;You're right.;;;;;;;;;;;Ëàäíî-ëàäíî... ññûêóíèøêà.;;x
EVTOPTD_ZE_12046;Don't mess with [Root.GetFirstName].;;;;;;;;;;;Òàê-òî ëó÷øå...;;x
EVTOPTD_ZE_12050;Keep trying.;;;;;;;;;;;Ëàäíî, ïîïðîáóþ åù¸ ðàç.;;x
EVTOPTD_ZE_12052;It's easy, you can do it.;;;;;;;;;;;Ýòî ëåãêî, ó òåáÿ ïîëó÷èòñÿ.;;x
EVTOPTD_ZE_12054;Comfort [From.GetHerHim].;;;;;;;;;;;Îáíÿòü [From.GetHersHis] è óñïîêîèòü.;;x
EVTOPTD_ZE_12056;I can change. I will change.;;;;;;;;;;;ß ìîãó èçìåíèòüñÿ. È ÿ èçìåíþñü!;;x
EVTOPTD_ZE_12060;Join up with [indolent_events_char_2.GetHerHim].;;;;;;;;;;;Ñõîäèòü òóäà âìåñòå ñ í[indolent_events_char_2.GetEyIm].;;x
EVTOPTD_ZE_12062;Very easy money.;;;;;;;;;;;Íå â äåíüãàõ ñ÷àñòüå, à â èõ êîëè÷åñòâå.;;x
EVTOPTD_ZE_12064;Maybe I should help [From.GetHerHim].;;;;;;;;;;;Ýòî óæ ñëèøêîì. ß äîëæ[Root.GetNaEn] ïîìî÷ü [From.GetHerHim].;;x
EVTOPTD_ZE_12070;Answer [playful_events_char_2.GetFirstName].;;;;;;;;;;;Îòâåòèòü íà çîâ.;;x
EVTOPTD_ZE_12072;Easy money.;;;;;;;;;;;Ñûãðàòü íà ñïîð.;;x
EVTOPTD_ZE_12074;I win, easy.;;;;;;;;;;;ß ïîáåäèë[Root.GetEndA].;;x
EVTOPTD_ZE_12080;No one will find out!;;;;;;;;;;;Íè÷åãî ñòðàøíîãî, âñ¸ ðàâíî íèêòî íå óçíàåò.;;x
EVTOPTD_ZE_12082;Stupid dishes.;;;;;;;;;;;×¸ðòîâû òàðåëêè!;;x
EVTOPTD_ZE_12084;I can spend time reading.;;;;;;;;;;;Ëàäíî, ïîéäó ïî÷èòàþ.;;x
EVTOPTD_ZE_12090;I should trust [fussy_events_char_2.GetFirstName].;;;;;;;;;;;Íó õîðîøî.;;x
EVTOPTD_ZE_12092;Touch the food to make sure.;;;;;;;;;;;Äàâàé, ÿ ïîïðîáóþ.;;x
EVTOPTD_ZE_12094;Oh I thought I had lost it.;;;;;;;;;;;À ÿ áîÿ[Root.GetLasLsya], ÷òî ïîòåðÿë[Root.GetEndA] å¸.;;x
EVTOPTD_ZE_12096;Oh I thought I had lost it.;;;;;;;;;;;Âîò è ñëàâíî.;;x
EVTOPTD_ZE_12100;I should find out. It could be important.;;;;;;;;;;;Íàäî ýòî âûÿñíèòü. Âäðóã ÷òî-òî âàæíîå.;;x
EVTOPTD_ZE_12102;I'll teach [From.GetHerHim] to be less nosy.;;;;;;;;;;;ß ïîêàæó [From.GetHerHim], êàê ñîâàòü íîñ â ÷óæèå äåëà!;;x
EVTOPTD_ZE_12104;That was a secret letter!;;;;;;;;;;;Íî ýòî æå ñåêðåòíîå ïèñüìî!;;x
EVTOPTD_ZE_12106;A step in the right direction.;;;;;;;;;;;Øàã â ïðàâèëüíîì íàïðàâëåíèè.;;x
EVTOPTD_ZE_12110;I will stay friends with [idolizer_events_char_2.GetHerHim] forever.;;;;;;;;;;;Äðóçüÿ íàâñåãäà!;;x
EVTOPTD_ZE_12112;I'll kiss [From.GetFirstName] on the cheek.;;;;;;;;;;;ß ïîöåëóþ [From.GetHersHis] â ù¸÷êó.;;x
EVTOPTD_ZE_12114;Grownups can do anything.;;;;;;;;;;;Âçðîñëûå ìîãóò âñ¸.;;x
EVTOPTD_ZE_12116;I don't like [From.GetHerHim] anyway...;;;;;;;;;;;Íå ìîãó [From.GetHersHis] áîëüøå âèäåòü.;;x
EVTOPTD_ZE_12210;Hello, food...;;;;;;;;;;;Íó ïðèâåò, åäà...;;x
EVTOPTE_ZE_12000;I'll see him punished for addressing me like that!;;;;;;;;;;;Êàê îí ïîñìåë ãîâîðèòü òàê ñî ìíîé? Íàêàçàòü!;;x
EVTOPTE_ZE_12000_TOOLTIP1;Peasants get angry.;;;;;;;;;;;Êðåñòüÿíå ðàçîçëÿòñÿ.;;x
EVTOPTE_ZE_12000_TOOLTIP2;Peasants are subdued.;;;;;;;;;;;Êðåñòüÿíå ïîêîðÿòñÿ.;;x
EVTOPTE_ZE_12002;How weak, how adorable.;;;;;;;;;;;Õà-õà, êàê ìèëî!;;x
EVTOPTE_ZE_12004;We'll deal with them as they deserve.;;;;;;;;;;;Îí çàñëóæèë ýòî!;;x
EVTOPTE_ZE_12010;I'll share my bread with [Root.GetHerHim]!;;;;;;;;;;;Õî÷åøü åñòü? Âîò, äåðæè.;;x
EVTOPTE_ZE_12010_TOOLTIP1;You do a good deed.;;;;;;;;;;;Âû ñîâåðøèòå õîðîøèé ïîñòóïîê.;;x
EVTOPTE_ZE_12010_TOOLTIP2;You do a good deed, but someone sees you...;;;;;;;;;;;Âû ñîâåðøèòå õîðîøèé ïîñòóïîê, íî êòî-íèáóäü ýòî çàìåòèò...;;x
EVTOPTE_ZE_12012;Begone, [GetRootFromInsult]!;;;;;;;;;;;Íó è ïðîâàëèâàé, êîçÿâêà!;;x
EVTOPTE_ZE_12014;This was fun!;;;;;;;;;;;Áûëî âåñåëî!;;x
EVTOPTE_ZE_12020;No way!;;;;;;;;;;;Íè çà ÷òî!;;x
EVTOPTE_ZE_12020_TOOLTIP1;Guests are amused.;;;;;;;;;;;Ãîñòè ðàçâëåêóòñÿ.;;x
EVTOPTE_ZE_12020_TOOLTIP2;Guests are offended.;;;;;;;;;;;Ãîñòè îáèäÿòñÿ.;;x
EVTOPTE_ZE_12022;What's [From.GetSheHe] staring at? It's annoying!;;;;;;;;;;;×åãî ýòî [From.GetSheHe] óñòàâè[From.GetLasLsya]? Ýòî áåñèò!;;x
EVTOPTE_ZE_12024;Oh yes!;;;;;;;;;;;Õîðîøî, ÷òî ýòî êîí÷èëîñü.;;x
EVTOPTE_ZE_12030;I'm not afraid!;;;;;;;;;;;ß íå áîþñü!;;x
EVTOPTE_ZE_12030_TOOLTIP1;Slipped while climbing.;;;;;;;;;;;Òàê è ïîñêîëüçíóòüñÿ ìîæíî.;;x
EVTOPTE_ZE_12030_TOOLTIP2;Up and down like a squirrel.;;;;;;;;;;;Ââåðõ è âíèç, ñëîâíî áåëêà.;;x
EVTOPTE_ZE_12032;No, I'm a good [Root.GetBoyGirl].;;;;;;;;;;;Íåò, ýòî íåõîðîøî.;;x
EVTOPTE_ZE_12034;What a shame.;;;;;;;;;;;Êàêàÿ æàëîñòü.;;x
EVTOPTE_ZE_12040;If I wait long enough.;;;;;;;;;;;Ðàíî ñäàâàòüñÿ, íàäî æäàòü...;;x
EVTOPTE_ZE_12040_TOOLTIP1;Catch something.;;;;;;;;;;;Ïîéìàþ ÷òî-íèáóäü.;;x
EVTOPTE_ZE_12040_TOOLTIP2;Waste time.;;;;;;;;;;;Ïîòðà÷ó âðåìÿ âïóñòóþ.;;x
EVTOPTE_ZE_12044;They will tell stories of today.;;;;;;;;;;;Ýòîò ìîìåíò âîéä¸ò â èñòîðèþ.;;x
EVTOPTE_ZE_12050;Stop them.;;;;;;;;;;;Ïîìåøàòü èì.;;x
EVTOPTE_ZE_12052;Not everyone can do it.;;;;;;;;;;;Íå êàæäîìó ýòî óäà¸òñÿ.;;x
EVTOPTE_ZE_12054;Everyone can do it but me.;;;;;;;;;;;Âñå ýòî ìîãóò, êðîìå ìåíÿ.;;x
EVTOPTE_ZE_12056;Many things seem to trouble this child.;;;;;;;;;;;Íåêîòîðûå âåùè ñëèøêîì òðóäíû äëÿ ðåá¸íêà.;;x
EVTOPTE_ZE_12060;Go see what they are doing.;;;;;;;;;;;Ïîéòè ïîñìîòðåòü, ÷òî îíè äåëàþò.;;x
EVTOPTE_ZE_12062;I refuse!;;;;;;;;;;;Âîò õèòðîæî... Íó óæ íåò!;;x
EVTOPTE_ZE_12064;I could use a nap right now.;;;;;;;;;;;Ìîæíî íåìíîãî âçäðåìíóòü.;;x
EVTOPTE_ZE_12070;I can tickle her.;;;;;;;;;;;Ïîùåêîòàòü å¸.;;x
EVTOPTE_ZE_12070_TOOLTIP1;Gardener is tickly.;;;;;;;;;;;Ñàäîâíèöà áîèòñÿ ùåêîòêè.;;x
EVTOPTE_ZE_12070_TOOLTIP2;Gardener doesn't appreciate tickling.;;;;;;;;;;;Ñàäîâíèöà íå áîèòñÿ ùåêîòêè.;;x
EVTOPTE_ZE_12072;Call for [playful_events_char_2.GetFirstName].;;;;;;;;;;;Ïîçâàòü íà ïîìîùü.;;x
EVTOPTE_ZE_12074;I wonder who that was.;;;;;;;;;;;Òàê êòî æå ýòî áûë?;;x
EVTOPTE_ZE_12080;I have to go look for it.;;;;;;;;;;;Ïîéòè ïîèñêàòü.;;x
EVTOPTE_ZE_12080_TOOLTIP1;Becoming ill;;;;;;;;;;;Çàáîëåþ;;x
EVTOPTE_ZE_12080_TOOLTIP2;Successful find;;;;;;;;;;;Íàéäó òî, ÷òî èùó;;x
EVTOPTE_ZE_12082;We had so much fun together.;;;;;;;;;;;Ìû âåñü âå÷åð èãðàëè âìåñòå!;;x
EVTOPTE_ZE_12084;The grownups are happy.;;;;;;;;;;;Çàòî âçðîñëûå äîâîëüíû.;;x
EVTOPTE_ZE_12090;I can make it if I run.;;;;;;;;;;;Íàäî ñêîðåé áåæàòü òóäà, ïîêà îí íå óñèëèñÿ.;;x
EVTOPTE_ZE_12090_TOOLTIP1;Make it with no effort;;;;;;;;;;;Âñ¸ ïîëó÷èòñÿ;;x
EVTOPTE_ZE_12090_TOOLTIP2;Out in the cold too long;;;;;;;;;;;Ñûðîñòü è õîëîä ñäåëàþò ñâî¸ äåëî;;x
EVTOPTE_ZE_12092;Let [From.GetHerHim] wait.;;;;;;;;;;;Õîðîøî, äàâàé ïîäîæä¸ì, ïîêà îñòûíåò.;;x
EVTOPTE_ZE_12094;But now [From.GetSheHe] touched it.;;;;;;;;;;;Íî... Âû... åëè èç ìîåé ìèñêè.;;x
EVTOPTE_ZE_12096;Hopeless.;;;;;;;;;;;Ýòî áåçíàä¸æíî.;;x
EVTOPTE_ZE_12100;I should investigate.;;;;;;;;;;;Çàãëÿíóòü òóäà.;;x
EVTOPTE_ZE_12100_TOOLTIP1;Find something nasty.;;;;;;;;;;;Íàéäåòñÿ êàêàÿ-íèáóäü ãàäîñòü.;;x
EVTOPTE_ZE_12100_TOOLTIP2;Find a friend.;;;;;;;;;;;Íîâûé äðóã.;;x
EVTOPTE_ZE_12102;[From.GetSheHeCap] could use some practice reading.;;;;;;;;;;;Íàì ïðåäñòîèò ñåðüåçíûé ðàçãîâîð...;;x
EVTOPTE_ZE_12104;It wasn't mine to read.;;;;;;;;;;;ß áîëüøå òàê íå áóäó.;;x
EVTOPTE_ZE_12110;[Root.Religion.GetRandomGodNameCap] will notice my dedication.;;;;;;;;;;;Íàäåþñü, [Root.Religion.GetRandomGodName] öåíèò ýòî.;;x
EVTOPTE_ZE_12112;[From.GetSheHeCap] is kind. But I don't feel that way.;;;;;;;;;;;[From.GetSheHeCap] õîðîø[From.GetAyaIy], íî ýòî íå âçàèìíî.;;x
EVTOPTE_ZE_12114;[From.GetSheHeCap] is the best.;;;;;;;;;;;[From.GetSheHeCap] ëó÷øå âñåõ.;;x
EVTOPTF_ZE_12000;I'll nod and accept the compliment graciously.;;;;;;;;;;;Áëàãîäàðþ Âàñ!;;x
EVTOPTF_ZE_12002;There's room for everyone.;;;;;;;;;;;Íå òîëêàéñÿ, çäåñü âñåì õâàòèò ìåñòà.;;x
EVTOPTF_ZE_12004;I know how to handle these things.;;;;;;;;;;;Îíè äîëæíû çíàòü ñâî¸ ìåñòî.;;x
EVTOPTF_ZE_12010;I'll leave before [Root.GetSheHe] tries to steal from me!;;;;;;;;;;;Ïîðà óõîäèòü, ïîêà îí íå óêðàë ìîþ åäó.;;x
EVTOPTF_ZE_12012;What a strange child.;;;;;;;;;;;Ñòðàííûé ðåá¸íîê.;;x
EVTOPTF_ZE_12014;But [Root.GetSheHe] is my friend!;;;;;;;;;;;Íî îí - ìîé äðóã!;;x
EVTOPTF_ZE_12020;Yes, I will sing.;;;;;;;;;;;Ëàäíî, ñïîþ. Ïîðà ðàçäåëàòüñÿ ñ ýòèì.;;x
EVTOPTF_ZE_12022;How nice!;;;;;;;;;;;Êàê ìèëî!;;x
EVTOPTF_ZE_12024;I don't care.;;;;;;;;;;;Ìíå âñ¸ ðàâíî.;;x
EVTOPTF_ZE_12030;No... it's too high.;;;;;;;;;;;Íåò, ýòî ñëèøêîì âûñîêî.;;x
EVTOPTF_ZE_12032;Sounds like fun!;;;;;;;;;;;À ïî÷åìó áû è íåò?;;x
EVTOPTF_ZE_12034;Owww!;;;;;;;;;;;Ààà!;;x
EVTOPTF_ZE_12040;Go home.;;;;;;;;;;;Áåñïîëåçíîå çàíÿòèå!;;x
EVTOPTF_ZE_12044;At least I tried.;;;;;;;;;;;Çàòî ÿ ïîïûòà[Root.GetLasLsya].;;x
EVTOPTF_ZE_12050;Noone can know I'm here.;;;;;;;;;;;Ýòî ìåíÿ íå êàñàåòñÿ.;;x
EVTOPTF_ZE_12052;[From.GetSheHeCap]'ll get it right soon.;;;;;;;;;;;Ó í[From.GetHersHis] ïîëó÷èòñÿ, ðàíî èëè ïîçäíî.;;x
EVTOPTF_ZE_12054;I am good at other things.;;;;;;;;;;;Çàòî ÿ õîðîø[Root.GetEndA] â ÷¸ì-òî äðóãîì.;;x
EVTOPTF_ZE_12056;I'm glad [From.GetSheHe] doesn't dwell too much on these things.;;;;;;;;;;;ß ðàä[Root.GetEndA], ÷òî [From.GetSheHe] íå çàöèêëèâàåòñÿ íà òàêèõ âåùàõ.;;x
EVTOPTF_ZE_12060;Keep on reading.;;;;;;;;;;;Ïðîäîëæèòü ÷òåíèå.;;x
EVTOPTF_ZE_12062;[From.GetFirstName] is so kind.;;;;;;;;;;;Ñ í[From.GetEyIm] èíòåðåñíî.;;x
EVTOPTF_ZE_12064;Read a book about money.;;;;;;;;;;;Ïî÷èòàþ êíèæêó ïðî äåíüãè.;;x
EVTOPTF_ZE_12070;Hard work is good for discipline.;;;;;;;;;;;Òðóä óêðåïëÿåò âîëþ.;;x
EVTOPTF_ZE_12072;Guards!;;;;;;;;;;;Ñòðàæà!;;x
EVTOPTF_ZE_12074;Nothing has to be boring.;;;;;;;;;;;Ýòî áûëî âåñåëî!;;x
EVTOPTF_ZE_12080;I can explain when I get back.;;;;;;;;;;;Âåðíóòüñÿ áåç íåãî è îáúÿñíèòü, ÷òî ñëó÷èëîñü.;;x
EVTOPTF_ZE_12084;I feel terrible.;;;;;;;;;;;×óâñòâóþ ñåáÿ óæàñíî.;;x
EVTOPTF_ZE_12090;I don't want to get wet, I'll wait.;;;;;;;;;;;Íåò, òàê ÿ ïðîìîêíó, ëó÷øå ïåðåæäàòü.;;x
EVTOPTF_ZE_12092;That's nice.;;;;;;;;;;;Çàìå÷àòåëüíî.;;x
EVTOPTF_ZE_12094;I guess it's fine.;;;;;;;;;;;Õîðîøî.;;x
EVTOPTF_ZE_12096;Peace at last.;;;;;;;;;;;Õâàëà Íåáåñàì.;;x
EVTOPTF_ZE_12100;I should tell someone.;;;;;;;;;;;Ðàññêàçàòü êîìó-íèáóäü îá ýòîì.;;x
EVTOPTF_ZE_12102;[From.GetSheHeCap] is a joy to have around.;;;;;;;;;;;Ñïàñèáî, [From.GetFirstName]. ×òî áû ÿ áåç òåáÿ äåëàë[Root.GetEndA]?;;x
EVTOPTF_ZE_12104;It's probably a boring letter anyway.;;;;;;;;;;;Íàâåðíîå, â ïèñüìå âñ¸ ðàâíî íè÷åãî èíòåðåñíîãî.;;x
EVTOPTF_ZE_12110;I can collect alms to keep for myself.;;;;;;;;;;;È ÿ ìîãó îñòàâèòü ïîæåðòâîâàíèÿ ñåáå.;;x
EVTOPTF_ZE_12112;I can always count on [From.GetFirstName].;;;;;;;;;;;ß âñåãäà ìîãó íà [From.GetHersHis] ïîëîæèòüñÿ.;;x
EVTOPTF_ZE_12114;This is not what I meant.;;;;;;;;;;;ß íå ýòî èìåë[Root.GetEndA] â âèäó...;;x
EVTOPTG_ZE_12034;Ha!;;;;;;;;;;;Õà!;;x
EVTOPTG_ZE_12054;Donate some money for food and clothes.;;;;;;;;;;;Äàòü åìó äåíåã íà åäó è îäåæäó.;;x
EVTOPTG_ZE_12064;I guess I'll have to go then.;;;;;;;;;;;Ïðèä¸òñÿ òàùèòüñÿ íà ýòîò ÷¸ðòîâ ðûíîê.;;x
EVTOPTG_ZE_12074;She is stupid.;;;;;;;;;;;Äà ÷òî ñ íåé íå òàê? Âñå ëþáÿò ùåêîòêó!;;x
EVTOPTG_ZE_12084;Next time I will take my things with me.;;;;;;;;;;;Â ñëåäóþùèé ðàç, áóäó âñåãäà äåðæàòü âåùè ïðè ñåáå.;;x
EVTOPTG_ZE_12094;But now some of it is too cold.;;;;;;;;;;;È òåïåðü îíà õîëîäíàÿ!;;x
EVTOPTG_ZE_12104;I'm glad I found out!;;;;;;;;;;;Êðóòî, äà?;;x
EVTOPTG_ZE_12114;I shouldn't have said anything.;;;;;;;;;;;Ìíå íàäî áûëî ïîìàëêèâàòü...;;x
EVTOPTH_ZE_12054;Tell child to ask their mom and dad.;;;;;;;;;;;Ñêàçàòü åìó, ÷òîáû ïîïðîñèë ó ñâîèõ ìàìû è ïàïû.;;x
EVTOPTH_ZE_12064;Maybe I'll just watch them.;;;;;;;;;;;Ïðîñòî ïîñìîòðåòü íà íèõ.;;x
EVTOPTH_ZE_12094;Alright, I'll eat the cold food.;;;;;;;;;;;Ëàäíî, ÿ ñúåì å¸.;;x
EVTOPTH_ZE_12104;I was meant to learn.;;;;;;;;;;;Ýòî ïîñëóæèò ìíå óðîêîì.;;x
EVTOPTH_ZE_12114;I am being tested, I must stay here.;;;;;;;;;;;ß ïðîø[Root.GetLaYol] èñïûòàíèå è äîëæ[Root.GetNaEn] îñòàòüñÿ çäåñü.;;x
EVTOPTI_ZE_12064;I'll join in.;;;;;;;;;;;Ïðèñîåäèíèòüñÿ ê íèì.;;x
EVTOPTI_ZE_12094;Yum yum.;;;;;;;;;;;Òîðò áûë ïðîñòî îáúåäåíüå.;;x
EVTOPTI_ZE_12104;What a great day.;;;;;;;;;;;Íàäåþñü, îíà ñêîðî ñíîâà ñìîæåò ëåòàòü!;;x
EVTOPTI_ZE_12114;I can't miss fencing practice.;;;;;;;;;;;Ôåõòîâàíèå! Ñîâñåì çàáûë[Root.GetEndA]!;;x
EVTOPTJ_ZE_12094;I don't feel so good.;;;;;;;;;;;×òî-òî ìíå íåõîðîøî...;;x
EVTOPTAFF;May lead to §YAffectionate§!;;;;;;;;;;;Ìîãó ñòàòü §Yëàñêîâ[Root.GetOyYm]§!;;x
EVTOPTAFF_FROM;§Y[From.GetFirstName]§! may gain §YAffectionate§!;;;;;;;;;;;§Y[From.GetFirstName]§! ìîæåò ñòàòü §Yëàñêîâ[From.GetOyYm]§! [From.GetAgedPersonINS];;x
EVTOPTBRO;May lead to §YBrooding§!;;;;;;;;;;;Ìîãó ñòàòü §Yâäóì÷èâ[Root.GetOyYm]§!;;x
EVTOPTBRO_FROM;§Y[From.GetFirstName]§! has a high chance to gain §YBrooding§!\n§Y[From.GetFirstName]§! has a low chance to gain §YTimid§!;;;;;;;;;;;§Y[From.GetFirstName]§! ìîæåò ñòàòü §Yâäóì÷èâ[From.GetOyYm]§! [From.GetAgedPersonINS]\n§Y[From.GetFirstName]§! òàêæå èìååò íåáîëüøîé øàíñ ñòàòü §Yðîáê[From.GetOyIm]§! [From.GetAgedPersonINS];;x
EVTOPTBRO_FROM_B;§Y[From.GetFirstName]§! has a high chance to gain §YTimid§!\n§Y[From.GetFirstName]§! has a low chance to gain §YBrooding§!;;;;;;;;;;;§Y[From.GetFirstName]§! ìîæåò ñòàòü §Yðîáê[From.GetOyIm]§! [From.GetAgedPersonINS]\n§Y[From.GetFirstName]§! òàêæå èìååò íåáîëüøîé øàíñ ñòàòü §Yâäóì÷èâ[From.GetOyYm]§! [From.GetAgedPersonINS];;x
EVTOPTCON;May lead to §YConscientious§!;;;;;;;;;;;Ìîãó ñòàòü §Yäîáðîñîâåñòí[Root.GetOyYm]§!;;x
EVTOPTCON_FROM;§Y[From.GetFirstName]§! may gain §YConscientious§!;;;;;;;;;;;§Y[From.GetFirstName]§! ìîæåò ñòàòü §Yäîáðîñîâåòí[From.GetOyYm]§! [From.GetAgedPersonINS];;x
EVTOPTFUS;May lead to §YFussy§!;;;;;;;;;;;Ìîãó ñòàòü §Yëþáîïûòí[Root.GetOyYm]§!;;x
